Peptide	ControlCount	SampleCount	ControlZ	SampleZ
PV2_013604	36.18	56.85	2.1714	11.5176
PV2_013605	24.28	51.95	2.75125	11.2566
PV2_013606	0.95	1.96	1.0872	-0.115541
PV2_013607	401.78	60.77	-2.67063	-3.22839
PV2_013608	159.47	34.31	1.76642	1.84592
PV2_013609	10	5.88	0.305192	-0.218706
PV2_013610	18.57	5.88	0.203294	-0.526122
PV2_013611	31.42	16.66	0.369638	1.34879
PV2_013612	54.27	22.54	-1.84461	1.75094
PV2_013613	21.9	8.82	-0.613381	-0.102694
PV2_013614	60.46	28.43	0.533052	3.50115
PV2_013615	84.73	10.78	2.40431	-1.46788
PV2_013616	47.13	7.84	2.28518	-0.626019
PV2_013617	70.45	12.74	0.507499	-0.601781
PV2_013618	11.9	2.94	-0.559951	-1.01641
PV2_013619	190.41	33.33	1.04387	0.940619
PV2_013620	80.93	837.08	-1.09525	164.121
PV2_013621	216.12	464.61	-1.77991	38.216
PV2_013622	7.62	23.52	-2.26479	3.90348
PV2_013623	9.52	152.91	-0.69368	33.6209
PV2_013624	23.33	14.7	-3.20228	0.787439
PV2_013625	289.91	331.3	-0.825563	9.39829
PV2_013626	16.66	5.88	1.71252	-0.385719
PV2_013627	38.56	5.88	3.06066	-1.18747
PV2_013628	27.61	43.13	3.25757	7.7787
PV2_013629	124.25	75.47	-1.00043	8.30585
PV2_013630	3.81	7.84	-1.22134	0.615507
PV2_013631	106.63	34.31	-1.33289	2.36284
PV2_013632	2.38	1.96	-1.31269	-0.821671
PV2_013633	56.17	22.54	-1.87902	1.90789
PV2_013634	12.85	6.86	-0.2186	-0.378076
PV2_013635	2.86	3.92	0.271826	0.0333203
PV2_013636	197.08	43.13	-0.330524	2.3438
PV2_013637	20.47	10.78	-1.16943	0.431305
PV2_013638	5.24	2.94	2.36219	-0.32212
PV2_013639	19.04	19.6	-1.34747	2.51589
PV2_013640	79.5	13.72	0.863586	-0.751812
PV2_013641	5.24	29.41	0.783395	5.92576
PV2_013642	82.35	32.35	0.180646	2.77751
PV2_013643	83.78	13.72	-0.675747	-0.974689
PV2_013644	60.46	25.48	-0.113108	2.20924
PV2_013645	11.42	8.82	-0.786739	0.145032
PV2_013646	77.12	30.39	-1.57889	2.34901
PV2_013647	43.8	17.64	-2.92876	0.582784
PV2_013648	54.74	16.66	0.191273	0.440262
PV2_013649	122.34	26.46	0.0968301	0.763281
PV2_013650	36.65	18.62	-0.798081	0.95843
PV2_013651	301.33	37.25	0.132231	0.593864
PV2_013652	100.92	36.27	0.969155	2.91295
PV2_013653	143.76	37.25	-0.327976	1.46787
PV2_013654	36.65	35.29	0.958698	5.85281
PV2_013655	1.9	1.96	-1.70191	-1.07096
PV2_013656	33.32	7.84	1.48292	-0.693836
PV2_013657	86.16	19.6	-0.777151	-0.0753262
PV2_013658	25.23	28.43	0.375718	5.28732
PV2_013659	101.87	35.29	1.94818	3.66284
PV2_013660	136.15	397.95	-0.504968	53.7533
PV2_013661	358.46	71.55	0.245525	-0.0421633
PV2_013662	188.03	16.66	0.0376705	-2.42624
PV2_013663	5.71	9.8	-1.22647	0.727403
PV2_013664	41.42	13.72	-1.08795	0.285966
PV2_013665	135.19	12.74	1.24302	-1.68381
PV2_013666	19.52	9.8	4.50947	0.740395
PV2_013667	115.2	26.46	1.74154	1.33987
PV2_013668	49.51	4.9	0.0082249	-2.14985
PV2_013669	260.87	66.65	-1.50012	1.86257
PV2_013670	412.25	60.77	-0.466029	-2.38513
PV2_013671	18.09	9.8	0.63899	0.482078
PV2_013672	169.95	32.35	-1.29852	-0.083515
PV2_013673	228.02	34.31	2.60851	1.58111
PV2_013674	242.78	41.17	-0.234456	0.388845
PV2_013675	108.54	28.43	-0.791588	1.51478
PV2_013676	22.37	12.74	0.306399	0.609469
PV2_013677	15.71	63.71	2.21291	12.9855
PV2_013678	124.72	23.52	-0.338349	-0.643721
PV2_013679	182.32	33.33	0.795954	1.61089
PV2_013680	362.26	47.05	-0.405336	-1.24778
PV2_013681	48.08	22.54	-0.507262	2.30813
PV2_013682	13.81	7.84	-1.2274	-0.214137
PV2_013683	163.28	18.62	1.1381	-1.84758
PV2_013684	8.09	10.78	0.642816	1.01924
PV2_013685	121.87	68.61	-0.33725	6.62629
PV2_013686	28.09	10.78	-2.19463	-0.319181
PV2_013687	5.71	31.37	0.0861694	7.12577
PV2_013688	114.25	648.88	-0.630666	95.3538
PV2_013689	107.11	1035.07	-2.63224	162.738
PV2_013690	52.36	200.94	1.71364	44.4869
PV2_013691	102.35	46.07	-2.61252	4.60498
PV2_013692	13.33	3.92	2.43456	-0.720152
PV2_013693	73.31	100.96	1.70046	17.6879
PV2_013694	14.28	1080.16	0.296485	238.069
PV2_013695	16.19	47.05	-0.87665	8.7331
PV2_013696	198.51	985.08	-1.01029	127.357
PV2_013697	4.28	154.87	0.393426	37.2018
PV2_013698	298.95	138.21	-0.796083	3.25378
PV2_013699	2.38	0	1.89028	-1.38403
PV2_013700	19.52	6.86	-0.312858	-0.471526
PV2_013701	4.28	1.96	-1.9328	-1.04276
PV2_013702	52.84	10.78	2.23235	-0.382855
PV2_013703	49.98	15.68	2.13956	0.423363
PV2_013704	22.37	62.73	1.67393	12.485
PV2_013705	4.76	77.43	0.125322	17.7691
PV2_013706	44.27	133.3	1.36745	29.0735
PV2_013707	237.54	949.8	1.29346	81.8458
PV2_013708	170.9	34.31	2.91982	1.88872
PV2_013709	4.28	0.98	0.165944	-1.08491
PV2_013710	6.66	36.27	-0.841084	8.25557
PV2_013711	32.37	21.56	-1.18153	2.56802
PV2_013712	2.38	2.94	-0.203665	-0.32212
PV2_013713	24.75	52.93	-1.46319	10.214
PV2_013714	3.81	112.72	-2.71761	25.3015
PV2_013715	75.69	15.68	-1.29165	0.116495
PV2_013716	56.17	882.17	-0.411702	196.838
PV2_013717	25.71	10.78	0.551077	0.417478
PV2_013718	31.89	12.74	-1.4975	0.421346
PV2_013719	15.71	149.97	-0.160519	38.2119
PV2_013720	220.41	27.45	-1.13963	0.241899
PV2_013721	10.95	2.94	-0.764547	-1.18381
PV2_013722	146.62	911.57	0.628761	127.18
PV2_013723	29.51	9.8	0.29429	-0.239497
PV2_013724	10.95	5.88	-0.893266	-0.526827
PV2_013725	7.62	2.94	0.685624	-0.729389
PV2_013726	132.81	21.56	0.546295	-0.946954
PV2_013727	122.82	29.41	2.92245	2.23162
PV2_013728	3.81	8.82	-0.727734	0.705627
PV2_013729	41.42	6.86	0.844348	-0.998696
PV2_013730	96.16	26.46	1.03034	1.659
PV2_013731	95.68	24.5	3.50725	2.14037
PV2_013732	177.56	50.97	-1.59257	4.05147
PV2_013733	85.69	32.35	-0.973934	1.98771
PV2_013734	68.55	46.07	-2.61029	5.66468
PV2_013735	29.51	26.46	-1.70693	3.87478
PV2_013736	172.8	36.27	1.28639	2.45748
PV2_013737	29.99	11.76	-1.64958	0.308064
PV2_013738	167.56	38.23	-1.13096	1.23766
PV2_013739	181.37	150.95	0.560006	16.5661
PV2_013740	15.71	16.66	1.43255	2.26474
PV2_013741	238.97	36.27	-0.626521	-0.0983501
PV2_013742	149.95	17.64	0.791987	-0.587881
PV2_013743	17.61	0.98	-0.294	-1.72652
PV2_013744	13.33	5.88	-1.42112	-0.734356
PV2_013745	50.94	11.76	1.74461	0.289375
PV2_013746	48.56	18.62	-0.0298367	1.01125
PV2_013747	31.42	1.96	-1.48668	-2.20512
PV2_013748	120.44	54.89	0.126402	5.76493
PV2_013749	213.26	37.25	2.04494	0.00688783
PV2_013750	396.54	54.89	1.13106	-1.24351
PV2_013751	178.99	36.27	-0.226489	0.874755
PV2_013752	114.25	21.56	-1.13398	-0.451168
PV2_013753	140.43	33.33	1.26563	2.44038
PV2_013754	441.76	82.34	-1.61457	-3.23266
PV2_013755	49.51	7.84	1.47822	-0.601125
PV2_013756	10.95	7.84	-3.71157	-0.446492
PV2_013757	106.16	32.35	-0.512288	1.79504
PV2_013758	125.2	33.33	-1.88845	1.2924
PV2_013759	129.96	19.6	0.0978271	0.110258
PV2_013760	66.65	11.76	-1.08831	-0.699081
PV2_013761	21.42	1713.36	0.133583	387.74
PV2_013762	12.85	51.95	3.77494	10.779
PV2_013763	92.83	25.48	-2.41904	1.35991
PV2_013764	78.07	13.72	0.724226	-0.660098
PV2_013765	29.04	65.67	2.14254	16.0087
PV2_013766	205.65	31.37	0.211217	0.461871
PV2_013767	4.76	0.98	1.89567	-1.01229
PV2_013768	10	0.98	1.12897	-1.21731
PV2_013769	14.28	16.66	-1.03368	2.08156
PV2_013770	19.52	10.78	1.35956	0.762075
PV2_013771	22.85	11.76	2.05462	0.740894
PV2_013772	42.37	17.64	-1.52384	1.24565
PV2_013773	20.95	9.8	-0.898116	0.25432
PV2_013774	15.23	19.6	-2.98257	2.804
PV2_013775	6.19	4.9	-0.234749	-0.227047
PV2_013776	74.26	27.45	1.86874	2.75845
PV2_013777	23.8	17.64	-1.09497	1.96835
PV2_013778	40.94	19.6	-1.244	1.49623
PV2_013779	13.33	5.88	3.10485	0.115612
PV2_013780	0.48	2.94	0.156364	0.288657
PV2_013781	65.69	10.78	-1.33645	-1.01885
PV2_013782	36.18	26.46	-1.085	3.035
PV2_013783	48.56	9.8	3.00497	-0.322631
PV2_013784	3.81	7.84	0.442285	1.1238
PV2_013785	12.85	6.86	-0.09432	-0.30618
PV2_013786	154.24	38.23	-1.00013	1.76538
PV2_013787	38.56	21.56	-1.12989	2.23528
PV2_013788	3.81	5.88	3.18615	0.834754
PV2_013789	12.38	2.94	0.917496	-1.30921
PV2_013790	7.14	7.84	-0.538	0.626207
PV2_013791	4.76	18.62	-1.08408	3.40007
PV2_013792	0.48	3.92	-1.43154	0.340257
PV2_013793	3.81	3.92	0.442285	-0.228946
PV2_013794	98.06	30.39	-0.628439	1.46468
PV2_013795	14.76	5.88	-0.484746	-0.452397
PV2_013796	25.23	13.72	-1.65379	0.937255
PV2_013797	104.73	10.78	-1.74074	-2.6436
PV2_013798	410.82	64.69	0.286565	-1.82529
PV2_013799	7.14	2.94	-0.0991901	-0.8777
PV2_013800	82.35	13.72	-1.37221	-1.34709
PV2_013801	10.47	4.9	-2.47221	-0.831247
PV2_013802	31.42	22.54	0.932682	2.93597
PV2_013803	17.61	12.74	0.229204	1.08253
PV2_013804	96.16	30.39	1.95054	2.39938
PV2_013805	29.99	11.76	0.245379	0.397815
PV2_013806	62.84	20.58	1.04486	1.90166
PV2_013807	73.31	10.78	0.392549	-0.77954
PV2_013808	97.11	27.45	2.37953	2.29539
PV2_013809	54.27	23.52	-1.8014	2.02941
PV2_013810	109.49	16.66	-0.392514	-0.278585
PV2_013811	34.27	15.68	-1.32402	0.751158
PV2_013812	45.22	9.8	-1.07002	-0.508807
PV2_013813	96.16	18.62	0.587372	0.0318446
PV2_013814	95.21	22.54	0.0253015	0.0497064
PV2_013815	28.56	14.7	-0.0249068	0.941786
PV2_013816	152.33	40.19	2.38776	3.36921
PV2_013817	61.88	42.15	4.20619	6.97467
PV2_013818	19.04	175.45	-1.75593	39.0435
PV2_013819	17.61	9.8	-1.64256	0.555747
PV2_013820	99.49	261.71	4.01034	52.6938
PV2_013821	39.99	18.62	-0.0556743	1.60957
PV2_013822	18.09	8.82	1.0606	0.428901
PV2_013823	115.68	571.45	-0.0893133	105.092
PV2_013824	23.8	55.87	1.18128	10.6502
PV2_013825	4.76	12.74	-0.881817	1.84538
PV2_013826	47.6	14.7	-0.788621	0.227414
PV2_013827	2.38	1.96	1.89028	-0.541239
PV2_013828	69.98	23.52	1.56376	1.8802
PV2_013829	57.6	15.68	0.164486	0.737776
PV2_013830	6.19	4.9	0.25954	-0.289545
PV2_013831	38.08	8.82	-0.160387	-0.838961
PV2_013832	7.14	8.82	-2.18542	0.358599
PV2_013833	17.14	26.46	-0.0762729	4.54549
PV2_013834	35.23	8.82	-3.18885	-1.12495
PV2_013835	29.99	10.78	0.540527	0.0846807
PV2_013836	10	16.66	0.633539	2.76802
PV2_013837	5.71	9.8	-1.42624	0.660424
PV2_013838	6.66	2.94	0.627953	-0.822582
PV2_013839	0.48	1.96	-2.85026	-1.02265
PV2_013840	2.38	6.86	-0.454867	0.933999
PV2_013841	29.99	13.72	-0.520694	0.769052
PV2_013842	52.84	9.8	0.868417	-0.819437
PV2_013843	45.7	20.58	-0.574117	1.43943
PV2_013844	270.86	68.61	-1.85619	1.42981
PV2_013845	98.54	418.54	-0.589428	79.8559
PV2_013846	332.75	801.79	0.528181	23.1449
PV2_013847	14.28	3.92	0.296485	-0.936465
PV2_013848	143.29	26.46	0.266912	0.860133
PV2_013849	74.26	23.52	-0.889257	1.06079
PV2_013850	43.32	18.62	0.700499	1.04142
PV2_013851	48.08	17.64	-2.13009	0.672333
PV2_013852	4.28	5.88	-0.069662	0.05994
PV2_013853	89.49	19.6	-0.0651883	-0.0239146
PV2_013854	89.49	45.09	-0.962503	4.81818
PV2_013855	39.99	3.92	0.417605	-1.80139
PV2_013856	34.75	6.86	1.72802	-0.677198
PV2_013857	70.93	7.84	1.23408	-1.35834
PV2_013858	63.79	890.99	-0.35988	192.197
PV2_013859	8.09	518.52	-3.21331	137.339
PV2_013860	198.03	16.66	2.53087	-2.04113
PV2_013861	28.09	5.88	2.36579	-0.95399
PV2_013862	47.6	25.48	-1.06109	2.37731
PV2_013863	26.18	21.56	-1.68149	2.64188
PV2_013864	228.5	43.13	2.67752	2.80758
PV2_013865	25.71	6.86	-0.806178	-0.914866
PV2_013866	3.33	5.88	0.226968	0.530246
PV2_013867	33.8	8.82	0.404619	-0.579084
PV2_013868	70.45	14.7	0.64023	0.0165489
PV2_013869	17.61	12.74	2.08235	1.09774
PV2_013870	184.23	29.41	1.88106	0.761992
PV2_013871	10.95	4.9	1.57194	-0.212244
PV2_013872	14.28	5.88	1.25942	-0.414195
PV2_013873	39.99	8.82	-0.221445	-0.798509
PV2_013874	119.96	16.66	0.509897	-0.840683
PV2_013875	0	0.98	-0.281677	-0.450939
PV2_013876	3.81	11.76	-1.43082	1.62606
PV2_013877	141.86	22.54	1.25006	0.454152
PV2_013878	23.8	4.9	-0.176356	-1.11748
PV2_013879	278.01	46.07	-0.342909	1.32284
PV2_013880	56.17	16.66	-0.503441	0.34074
PV2_013881	14.76	13.72	0.970941	1.51354
PV2_013882	17.14	365.61	-0.48698	81.3172
PV2_013883	172.33	181.33	2.87754	22.5975
PV2_013884	174.71	280.33	3.13516	36.7538
PV2_013885	12.85	129.38	0.89546	28.1539
PV2_013886	10.95	2248.54	-0.640266	555.612
PV2_013887	89.97	19.6	-0.384762	-0.161063
PV2_013888	31.42	1940.76	1.72884	456.581
PV2_013889	9.52	427.36	-0.842342	96.6772
PV2_013890	4.76	7.84	-1.5618	0.373371
PV2_013891	94.26	381.29	0.441257	64.9309
PV2_013892	23.8	18.62	2.76615	2.76483
PV2_013893	0	0	0.229371	-0.751938
PV2_013894	107.11	20.58	2.94752	1.16154
PV2_013895	139.95	30.39	2.97625	1.89716
PV2_013896	16.19	4.9	2.62814	-0.464794
PV2_013897	35.7	13.72	-1.42312	0.727558
PV2_013898	10.47	231.32	0.427653	59.2468
PV2_013899	63.31	17.64	2.08143	1.08667
PV2_013900	57.6	9.8	1.08463	-1.00093
PV2_013901	85.69	32.35	-1.55237	2.52065
PV2_013902	268.01	38.23	1.1233	-0.721995
PV2_013903	6.66	8.82	-1.85828	0.319945
PV2_013904	95.21	20.58	-2.00319	0.633391
PV2_013905	74.26	10.78	0.299177	-1.12507
PV2_013906	52.36	36.27	-0.672435	5.41827
PV2_013907	28.09	2.94	-2.00061	-1.7106
PV2_013908	186.61	37.25	-1.94281	0.455169
PV2_013909	14.76	9.8	0.413272	0.316037
PV2_013910	9.52	4.9	2.07271	-0.51442
PV2_013911	33.32	12.74	0.498812	0.60838
PV2_013912	63.31	23.52	-0.0191974	1.79027
PV2_013913	254.2	64.69	0.76895	2.44696
PV2_013914	32.37	71.55	-0.191016	14.9885
PV2_013915	20.95	13.72	-0.830465	1.1037
PV2_013916	29.51	21.56	-0.742325	2.65695
PV2_013917	28.09	9.8	-2.06485	-0.138671
PV2_013918	69.98	9.8	1.71279	-1.22245
PV2_013919	40.94	69.59	-1.13553	12.5437
PV2_013920	44.75	21.56	1.74831	2.66119
PV2_013921	33.32	7.84	3.32374	-0.179845
PV2_013922	57.12	487.15	0.86301	102.455
PV2_013923	19.52	7.84	-0.723296	-0.507938
PV2_013924	18.57	20.58	0.095302	2.57874
PV2_013925	26.66	295.04	0.640566	67.5144
PV2_013926	8.09	1.96	-1.64716	-1.19619
PV2_013927	5.71	11.76	-0.744566	1.36231
PV2_013928	7.62	9.8	-0.724513	0.937938
PV2_013929	9.04	6.86	-1.11403	-0.0484979
PV2_013930	4.28	2.94	1.16898	-0.453253
PV2_013931	37.13	21.56	-2.20506	1.65352
PV2_013932	63.31	17.64	0.660181	0.934731
PV2_013933	58.55	19.6	-0.0335794	1.48035
PV2_013934	13.33	0	-0.0733393	-1.7648
PV2_013935	29.51	10.78	-0.742325	-0.0493695
PV2_013936	45.22	23.52	-1.02131	2.53865
PV2_013937	19.99	1.96	-2.78204	-2.16081
PV2_013938	63.31	11.76	-1.22124	-0.909645
PV2_013939	232.31	24.5	0.411092	0.489433
PV2_013940	308.95	63.71	0.816039	1.52855
PV2_013941	80.93	16.66	0.706897	-0.24283
PV2_013942	20.95	11.76	-0.158044	0.416028
PV2_013943	0.48	6.86	-2.47188	1.35935
PV2_013944	49.03	10.78	1.58662	-0.278941
PV2_013945	14.28	6.86	0.160234	-0.345746
PV2_013946	17.14	7.84	0.256345	-0.0923544
PV2_013947	88.54	16.66	-2.88283	-0.246083
PV2_013948	14.28	27.45	-1.46571	4.13533
PV2_013949	10.47	789.05	-0.452746	179.821
PV2_013950	1.9	791.99	-2.19824	195.224
PV2_013951	38.08	5.88	1.39365	-1.49542
PV2_013952	22.37	6.86	1.47308	-0.569153
PV2_013953	79.02	10.78	2.1404	-0.590818
PV2_013954	2.38	0.98	0.0565094	-0.898416
PV2_013955	117.58	19.6	-0.0785275	-0.762296
PV2_013956	1.9	32.35	-0.117412	12.2598
PV2_013957	37.61	264.65	1.32716	63.5264
PV2_013958	6.19	9.8	-0.64856	0.806342
PV2_013959	27.61	131.34	0.940485	28.8152
PV2_013960	0.48	1.96	-1.43154	-0.506839
PV2_013961	46.18	150.95	1.9135	33.4023
PV2_013962	0.95	1.96	-2.03384	-0.850837
PV2_013963	7.62	1.96	0.478718	-1.03319
PV2_013964	122.82	27.45	-0.0658125	0.616213
PV2_013965	4.28	2.94	0.64863	-0.649953
PV2_013966	249.92	48.03	-1.60274	-1.00102
PV2_013967	111.39	890.01	-0.75923	165.749
PV2_013968	28.09	9.8	-1.4183	-0.551469
PV2_013969	14.76	4.9	-0.724758	-0.868864
PV2_013970	33.8	6.86	0.562531	-0.925533
PV2_013971	31.89	5.88	1.0026	-1.21203
PV2_013972	0	2.94	-1.34028	0.142458
PV2_013973	239.45	33.33	3.10108	0.684378
PV2_013974	35.7	10.78	-0.534537	-0.129115
PV2_013975	3.33	4.9	-2.02318	-0.370056
PV2_013976	91.4	23.52	0.138423	1.07676
PV2_013977	164.23	10.78	-1.05316	-1.75984
PV2_013978	1.9	3.92	-1.49955	-0.272837
PV2_013979	202.32	19.6	-1.48733	-3.30868
PV2_013980	8.57	96.06	-1.0884	20.5892
PV2_013981	12.38	471.47	0.628895	106.825
PV2_013982	18.57	442.06	-0.791702	98.4838
PV2_013983	59.03	14.7	0.370497	0.481404
PV2_013984	13.33	12.74	-1.38584	1.20004
PV2_013985	10	699.85	2.55491	166.036
PV2_013986	31.89	20.58	-1.43162	2.18578
PV2_013987	85.21	7.84	1.89903	-1.63909
PV2_013988	33.32	11.76	-0.551319	0.296055
PV2_013989	21.42	8.82	-3.13318	-0.676994
PV2_013990	2.86	6.86	1.79902	1.33785
PV2_013991	1.43	3.92	-0.8855	0.0816325
PV2_013992	85.69	41.17	-0.400081	4.43299
PV2_013993	50.94	11.76	0.742813	-0.120368
PV2_013994	26.66	5.88	3.08314	-0.599011
PV2_013995	1.9	4.9	-3.15009	-0.408923
PV2_013996	2.86	1.96	-1.57267	-1.02034
PV2_013997	118.06	19.6	3.32702	0.448024
PV2_013998	56.65	228.38	2.9258	51.3212
PV2_013999	2.38	1322.27	-0.715041	454.765
PV2_014000	14.28	1480.08	1.25942	338.649
PV2_014001	18.09	19.6	0.938485	3.25013
PV2_014002	5.71	325.42	-1.62211	85.8579
PV2_014003	0	11.76	-2.29403	2.73881
PV2_014004	0.95	3.92	1.0872	0.727255
PV2_014005	0.95	681.23	-1.36099	233.799
PV2_014006	106.16	30.39	2.99604	2.0496
PV2_014007	4.76	9.8	-1.29357	0.870921
PV2_014008	6.19	369.53	1.40085	90.3444
PV2_014009	26.18	1465.37	0.627177	402.604
PV2_014010	4.76	528.32	-3.5285	119.787
PV2_014011	15.71	14.7	1.06533	1.48859
PV2_014012	3.33	0.98	0.487142	-1.06061
PV2_014013	19.04	5.88	0.896377	-0.721085
PV2_014014	51.89	4.9	2.46266	-2.01611
PV2_014015	107.58	25.48	0.49523	0.676397
PV2_014016	169.47	25.48	3.72269	0.317558
PV2_014017	11.42	1.96	-0.958972	-1.30955
PV2_014018	91.4	19.6	1.31477	0.321536
PV2_014019	81.88	1161.52	-0.457976	229.965
PV2_014020	70.93	40.19	1.41839	5.45348
PV2_014021	73.79	12.74	0.85476	-0.840781
PV2_014022	34.75	11.76	-0.383112	0.489624
PV2_014023	1.9	17.64	-0.646711	5.80983
PV2_014024	127.58	30.39	1.20618	1.4383
PV2_014025	59.98	5.88	2.5298	-1.32845
PV2_014026	28.09	3.92	1.22935	-1.56807
PV2_014027	86.16	26.46	-0.0571722	2.03208
PV2_014028	9.52	2.94	0.155598	-1.01038
PV2_014029	13.81	224.46	-0.0928038	47.9666
PV2_014030	0.48	3.92	-1.94258	0.215557
PV2_014031	5.71	363.65	0.978379	88.8717
PV2_014032	12.85	12.74	0.746799	1.26249
PV2_014033	20.47	8.82	0.552141	-0.0705641
PV2_014034	25.71	11.76	-1.5873	0.384946
PV2_014035	24.28	124.48	0.597399	32.2968
PV2_014036	31.89	35.29	-1.49815	5.63305
PV2_014037	10.95	1.96	3.21407	-1.29177
PV2_014038	12.85	9.8	1.62165	0.745058
PV2_014039	0	1.96	0.229371	0.090858
PV2_014040	13.81	4.9	3.0757	-0.290177
PV2_014041	1.43	4.9	-1.5958	0.310157
PV2_014042	5.71	98.02	-0.33281	25.4683
PV2_014043	56.17	21.56	0.369927	1.40663
PV2_014044	12.38	139.19	0.77243	30.4653
PV2_014045	9.52	164.67	1.56319	37.7979
PV2_014046	96.16	28.43	0.182021	1.17143
PV2_014047	5.71	63.71	-0.5423	15.8626
PV2_014048	244.68	598.89	-1.65712	47.5856
PV2_014049	5.71	13.72	-1.42624	1.59813
PV2_014050	72.36	11.76	-0.0804199	-0.529449
PV2_014051	68.07	29.41	0.41181	3.43929
PV2_014052	96.64	198.98	-0.244149	29.9267
PV2_014053	0	5.88	-1.86958	1.28195
PV2_014054	39.04	228.38	-2.46438	49.56
PV2_014055	26.66	753.76	0.477753	175.886
PV2_014056	192.32	23.52	0.195824	-1.85541
PV2_014057	17.14	6.86	0.618468	-0.124597
PV2_014058	0.48	7.84	-2.59009	1.10654
PV2_014059	30.94	4.9	0.219962	-1.52359
PV2_014060	19.99	9.8	-2.62106	-0.112938
PV2_014061	12.38	3.92	-2.43162	-1.17985
PV2_014062	60.46	14.7	1.58716	0.0634806
PV2_014063	9.52	4.9	-1.33712	-0.663182
PV2_014064	243.25	26.46	1.24259	0.533167
PV2_014065	20.47	12.74	1.29092	1.07994
PV2_014066	81.4	18.62	2.45679	1.05587
PV2_014067	25.71	27.45	2.48194	4.16157
PV2_014068	306.57	17.64	1.72297	0.675234
PV2_014069	46.18	7.84	-1.95357	-1.43572
PV2_014070	167.56	29.41	2.44489	0.977116
PV2_014071	75.69	19.6	2.90862	1.39119
PV2_014072	10.47	4.9	-1.12851	-0.782183
PV2_014073	64.74	16.66	0.922542	0.408803
PV2_014074	327.51	37.25	2.84145	1.22441
PV2_014075	207.08	18.62	0.840948	-0.460327
PV2_014076	49.51	9.8	1.53811	-0.0710656
PV2_014077	133.77	13.72	0.236925	-1.23318
PV2_014078	68.55	14.7	-0.987213	-0.365667
PV2_014079	29.99	17.64	-0.598265	1.68287
PV2_014080	18.09	314.64	-1.08333	69.4085
PV2_014081	15.23	0.98	2.95341	-1.52309
PV2_014082	116.15	35.29	-0.809793	1.78973
PV2_014083	37.13	15.68	-0.381454	0.639574
PV2_014084	80.45	21.56	3.27278	1.39705
PV2_014085	21.42	18.62	-2.06776	2.00764
PV2_014086	113.77	12.74	1.89222	-0.468257
PV2_014087	23.8	9.8	-0.0935215	0.110198
PV2_014088	3.81	6.86	2.65685	1.13145
PV2_014089	129.96	23.52	1.38355	-0.0491572
PV2_014090	29.04	3.92	0.133171	-1.69584
PV2_014091	41.89	5.88	0.0175734	-1.61175
PV2_014092	457.95	41.17	-1.44463	-4.89084
PV2_014093	25.23	10.78	-0.790978	0.175549
PV2_014094	22.85	6.86	0.803245	-0.526144
PV2_014095	103.78	16.66	2.45721	0.307051
PV2_014096	14.28	9.8	-0.585803	0.665347
PV2_014097	86.64	17.64	2.43835	0.971553
PV2_014098	170.42	21.56	-0.201698	0.119246
PV2_014099	116.15	17.64	-0.336188	-1.27468
PV2_014100	196.6	36.27	1.08918	0.588049
PV2_014101	335.13	49.99	-2.54635	-1.4602
PV2_014102	64.26	8.82	0.73971	-1.00202
PV2_014103	348.93	41.17	-0.69146	-1.17159
PV2_014104	53.32	8.82	0.166262	-0.975775
PV2_014105	89.02	20.58	1.89706	0.459096
PV2_014106	122.82	31.37	2.06608	2.67465
PV2_014107	62.84	18.62	-0.376591	0.435633
PV2_014108	55.7	1.96	2.72774	-2.44079
PV2_014109	56.65	1.96	0.936021	-2.76726
PV2_014110	22.85	3.92	-1.89245	-1.61358
PV2_014111	47.13	20.58	-0.381906	1.34768
PV2_014112	22.85	2.94	-0.393441	-1.53617
PV2_014113	559.82	49.01	-1.13018	-7.59099
PV2_014114	25.23	8.82	-2.5594	-0.516129
PV2_014115	238.97	22.54	-0.551968	-1.22493
PV2_014116	122.82	22.54	-0.0658125	-0.128224
PV2_014117	84.73	10.78	0.554405	-1.20234
PV2_014118	33.8	6.86	-0.563358	-1.08644
PV2_014119	20.47	3.92	1.39896	-1.12776
PV2_014120	19.99	2.94	-0.33086	-1.48197
PV2_014121	119.96	19.6	1.26311	-0.460569
PV2_014122	7.62	2.94	-2.21105	-1.11569
PV2_014123	9.04	5.88	-0.965372	-0.207196
PV2_014124	31.89	11.76	1.0026	0.232034
PV2_014125	69.5	10.78	2.7353	-0.941185
PV2_014126	30.47	6.86	-1.44701	-1.17301
PV2_014127	23.33	5.88	-3.46438	-1.39526
PV2_014128	330.37	49.99	0.211421	0.138862
PV2_014129	18.09	12.74	0.580572	1.17585
PV2_014130	27.13	6.86	2.29378	-0.555729
PV2_014131	4.28	9.8	3.60594	2.42145
PV2_014132	47.13	31.37	-1.10218	3.70039
PV2_014133	38.56	6.86	3.14882	-0.878028
PV2_014134	143.29	16.66	1.68809	-1.70352
PV2_014135	9.52	25.48	-2.67433	4.82733
PV2_014136	53.32	13.72	-1.91995	-0.583395
PV2_014137	13.33	12.74	-1.83042	0.984053
PV2_014138	80.93	29.41	-1.15304	2.0413
PV2_014139	35.23	11.76	0.839571	0.196659
PV2_014140	100.44	27.45	-0.512288	1.95786
PV2_014141	15.71	12.74	-2.23812	1.39642
PV2_014142	92.83	22.54	1.73733	1.23095
PV2_014143	71.88	17.64	0.17236	0.651622
