Peptide	ControlCount	SampleCount	ControlZ	SampleZ
PV2_014144	261.34	35.29	-1.0562	1.12627
PV2_014145	56.65	11.76	1.39367	-0.620639
PV2_014146	62.36	11.76	-0.277226	-0.735944
PV2_014147	29.99	16.66	0.327277	1.6601
PV2_014148	67.12	19.6	-3.1468	-0.266447
PV2_014149	16.66	11.76	-1.44336	0.579884
PV2_014150	200.89	25.48	1.00284	-1.48992
PV2_014151	19.04	10.78	2.6798	0.678057
PV2_014152	138.05	32.35	2.27996	1.52242
PV2_014153	66.17	6.86	0.439164	-1.59835
PV2_014154	77.59	21.56	0.406675	0.981641
PV2_014155	160.9	26.46	-0.595244	-0.25443
PV2_014156	63.79	17.64	-1.78985	0.112033
PV2_014157	103.78	26.46	2.65953	1.25931
PV2_014158	146.62	20.58	2.37383	-0.667979
PV2_014159	6.66	5.88	-1.71031	-0.379773
PV2_014160	156.14	33.33	0.983728	1.04559
PV2_014161	106.63	17.64	-0.149961	-0.60353
PV2_014162	79.5	16.66	-0.808012	0.274957
PV2_014163	258.49	34.31	2.88979	1.52855
PV2_014164	77.12	11.76	1.81783	-0.419791
PV2_014165	21.42	2.94	-0.441521	-1.39108
PV2_014166	197.08	28.43	3.49608	1.34694
PV2_014167	397.49	49.01	-0.545219	-2.33546
PV2_014168	236.59	32.35	1.49656	-1.55678
PV2_014169	83.78	17.64	-1.22139	-0.673696
PV2_014170	139.48	21.56	0.295056	-0.799292
PV2_014171	178.51	31.37	0.717018	0.00908679
PV2_014172	255.63	32.35	4.09484	-0.07161
PV2_014173	230.4	14.7	2.68614	-1.24446
PV2_014174	58.08	21.56	-0.0737148	1.62714
PV2_014175	123.29	31.37	-1.05025	1.29621
PV2_014176	59.98	11.76	-0.785853	-0.358396
PV2_014177	183.75	31.37	-0.585541	-0.915221
PV2_014178	332.75	29.41	0.84205	-0.228065
PV2_014179	29.99	13.72	1.60602	0.980693
PV2_014180	8.09	2.94	0.849721	-0.7868
PV2_014181	181.85	30.39	0.801083	1.29706
PV2_014182	47.6	10.78	-2.21808	-0.76461
PV2_014183	127.1	27.45	0.735312	1.07258
PV2_014184	14.76	12.74	0.413272	0.968936
PV2_014185	8.57	0.98	-3.05654	-1.9042
PV2_014186	58.55	22.54	-1.55909	1.22032
PV2_014187	68.55	4.9	3.49756	-1.81137
PV2_014188	46.18	13.72	-0.418065	0.0150765
PV2_014189	30.94	19.6	-1.77163	1.41924
PV2_014190	105.68	28.43	-0.96416	1.78818
PV2_014191	68.55	7.84	1.19996	-1.53306
PV2_014192	218.5	49.01	-1.75097	1.68512
PV2_014193	53.79	5.88	0.654447	-1.5343
PV2_014194	67.12	10.78	-0.0573778	-1.1039
PV2_014195	14.28	6.86	-2.39025	-0.592142
PV2_014196	41.42	6.86	1.45677	-0.890396
PV2_014197	304.19	26.46	-2.62959	-1.27826
PV2_014198	31.42	10.78	0.609685	0.125413
PV2_014199	63.79	13.72	-0.623798	-0.536002
PV2_014200	150.43	24.5	1.01224	0.641861
PV2_014201	10	17.64	-2.45116	2.73156
PV2_014202	142.81	11.76	0.467372	-2.6425
PV2_014203	161.85	32.35	-1.05744	1.32677
PV2_014204	12.38	3.92	0.480233	-0.777591
PV2_014205	29.04	16.66	-1.95701	1.38787
PV2_014206	116.63	21.56	-1.28673	-1.02276
PV2_014207	23.33	2.94	-1.51753	-1.8653
PV2_014208	5.24	6.86	0.320307	0.184111
PV2_014209	68.07	35.29	-1.11128	3.58462
PV2_014210	226.12	18.62	1.81056	-1.50584
PV2_014211	190.41	19.6	1.19091	-0.611726
PV2_014212	199.46	13.72	1.72522	-1.73401
PV2_014213	45.22	14.7	1.57201	0.665781
PV2_014214	65.69	13.72	-0.656832	-0.133278
PV2_014215	251.82	35.29	1.94427	1.25565
PV2_014216	186.61	61.75	-4.50507	2.84231
PV2_014217	32.85	11.76	0.354752	0.349799
PV2_014218	49.51	6.86	-0.48225	-1.36059
PV2_014219	255.16	30.39	0.63563	-0.770102
PV2_014220	114.72	12.74	0.230665	-1.03379
PV2_014221	227.55	16.66	-1.17822	-1.36488
PV2_014222	87.11	6.86	1.03862	-1.68068
PV2_014223	52.84	6.86	0.396337	-1.39345
PV2_014224	41.42	3.92	2.49073	-1.83182
PV2_014225	87.59	15.68	2.26928	0.256318
PV2_014226	72.36	21.56	-0.863569	1.08726
PV2_014227	40.46	20.58	-3.35517	1.36373
PV2_014228	23.8	16.66	-0.921697	1.86766
PV2_014229	38.08	7.84	3.65975	-0.623099
PV2_014230	0.95	2.94	-1.36099	-0.273808
PV2_014231	150.43	19.6	-1.32729	-0.904535
PV2_014232	119.49	18.62	0.652509	-0.146664
PV2_014233	99.97	21.56	-1.07565	-0.075367
PV2_014234	28.09	17.64	-2.19528	1.56891
PV2_014235	76.64	9.8	0.466413	-1.05199
PV2_014236	76.64	31.37	4.60044	4.22356
PV2_014237	34.75	14.7	1.87203	0.954066
PV2_014238	107.58	28.43	-1.26137	0.950766
PV2_014239	176.61	20.58	2.91785	-0.887471
PV2_014240	153.76	25.48	-0.763343	0.368165
PV2_014241	97.11	22.54	0.508423	0.442666
PV2_014242	105.2	15.68	1.45699	-0.789798
PV2_014243	44.27	4.9	3.3634	-1.51299
PV2_014244	63.79	18.62	2.47295	1.24565
PV2_014245	133.77	15.68	1.10236	-1.21835
PV2_014246	29.51	3.92	-1.35552	-1.58037
PV2_014247	8.57	4.9	3.06634	-0.290221
PV2_014248	70.93	38.23	1.18761	4.76396
PV2_014249	7.62	0.98	-2.71564	-1.48499
PV2_014250	19.04	8.82	-0.503676	-0.0345762
PV2_014251	174.23	13.72	1.53221	-0.620747
PV2_014252	100.44	6.86	-0.546183	-2.18802
PV2_014253	30.47	16.66	-3.54673	0.497871
PV2_014254	163.76	26.46	-0.877912	0.590632
PV2_014255	36.18	14.7	3.47123	1.29294
PV2_014256	45.7	11.76	2.31634	0.176391
PV2_014257	259.44	39.21	-1.9874	0.812679
PV2_014258	186.13	36.27	4.28757	1.98003
PV2_014259	11.42	20.58	-1.23147	2.6989
PV2_014260	93.78	16.66	1.10115	0.276963
PV2_014261	217.07	60.77	-3.89636	0.699356
PV2_014262	260.39	41.17	0.38741	-0.531315
PV2_014263	14.76	3.92	-0.724758	-1.13218
PV2_014264	132.34	25.48	0.369796	1.09373
PV2_014265	10.47	0.98	1.10565	-1.35436
PV2_014266	88.54	24.5	1.27752	1.73575
PV2_014267	23.33	3.92	-0.223149	-1.46575
PV2_014268	90.45	24.5	0.116034	1.38755
PV2_014269	24.28	14.7	1.16328	1.16248
PV2_014270	20.95	18.62	0.0507755	2.10921
PV2_014271	23.8	8.82	-2.95275	-0.272453
PV2_014272	130.43	24.5	2.51139	0.55406
PV2_014273	14.28	7.84	0.606977	-0.0285106
PV2_014274	132.81	23.52	1.55182	0.737506
PV2_014275	51.41	4.9	1.55669	-1.65182
PV2_014276	15.71	6.86	0.0752829	-0.0869806
PV2_014277	12.85	8.82	-1.51425	0.0886779
PV2_014278	32.85	2.94	0.813019	-1.95408
PV2_014279	14.28	11.76	-2.18503	0.654984
PV2_014280	39.99	7.84	-1.5523	-1.21922
PV2_014281	145.67	13.72	2.03865	-2.02646
PV2_014282	11.42	13.72	-1.37746	1.11106
PV2_014283	19.04	9.8	0.181027	0.250604
PV2_014284	90.45	12.74	1.54724	-0.451747
PV2_014285	34.27	8.82	1.71395	-0.502277
PV2_014286	0	7.84	-3.06558	1.08929
PV2_014287	316.56	57.83	0.622399	1.01534
PV2_014288	45.7	15.68	-2.28238	0.570289
PV2_014289	0.95	3.92	-3.0513	-0.511245
PV2_014290	47.6	21.56	-0.282946	1.57269
PV2_014291	100.44	20.58	-0.846564	0.0258973
PV2_014292	69.03	22.54	-0.185796	1.75645
PV2_014293	179.94	26.46	-1.16901	1.10526
PV2_014294	204.7	19.6	1.65511	-1.75597
PV2_014295	178.04	30.39	0.49076	1.3216
PV2_014296	117.11	23.52	-1.34091	0.576282
PV2_014297	170.42	21.56	1.9385	-1.28407
PV2_014298	138.05	39.21	2.65747	3.43815
PV2_014299	250.87	26.46	-1.41065	-2.77924
PV2_014300	80.45	17.64	-0.858781	0.202747
PV2_014301	2.38	11.76	-1.22642	2.32815
PV2_014302	165.18	12.74	-0.938609	-1.45635
PV2_014303	73.79	14.7	-0.366856	-0.599642
PV2_014304	185.18	25.48	1.58824	-0.415146
PV2_014305	141.38	19.6	1.55182	-1.15618
PV2_014306	30.47	19.6	-1.33296	2.39601
PV2_014307	164.71	13.72	-0.216568	-2.04403
PV2_014308	23.8	12.74	-2.24942	0.510471
PV2_014309	104.25	29.41	0.668102	2.11173
PV2_014310	168.52	29.41	1.04147	1.69154
PV2_014311	29.99	4.9	1.60602	-1.10566
PV2_014312	4.28	5.88	-0.845699	0.0852467
PV2_014313	132.81	34.31	1.42654	2.20061
PV2_014314	4.28	8.82	-2.36816	0.814321
PV2_014315	218.98	33.33	0.440681	-0.705621
PV2_014316	101.4	13.72	1.72507	-0.904484
PV2_014317	287.05	38.23	0.954019	-2.55619
PV2_014318	99.49	25.48	-1.98521	0.778695
PV2_014319	72.83	13.72	0.0789886	-0.529993
PV2_014320	30.47	19.6	-1.44701	2.07318
PV2_014321	266.1	24.5	3.27396	0.388845
PV2_014322	115.68	17.64	-0.466816	-1.39322
PV2_014323	70.45	9.8	0.966439	-1.20173
PV2_014324	110.44	30.39	0.774558	2.74216
PV2_014325	139.95	22.54	2.56399	-0.261378
PV2_014326	21.42	17.64	-0.761912	1.97419
PV2_014327	318.94	80.38	-0.814002	0.872716
PV2_014328	40.46	5.88	2.35775	-1.21926
PV2_014329	36.65	16.66	-0.426704	1.16092
PV2_014330	105.2	33.33	0.824621	2.81955
PV2_014331	53.32	22.54	-1.55294	1.67636
PV2_014332	78.07	6.86	0.575167	-1.76367
PV2_014333	41.89	12.74	-0.547553	0.0373022
PV2_014334	131.86	28.43	0.996859	0.860316
PV2_014335	29.51	10.78	-0.144345	-0.0594306
PV2_014336	130.43	22.54	2.87956	0.788358
PV2_014337	179.47	30.39	4.47943	0.671094
PV2_014338	120.44	7.84	1.59272	-2.33098
PV2_014339	136.15	22.54	0.949605	-0.748336
PV2_014340	159.95	11.76	-1.04034	-1.06116
PV2_014341	62.84	7.84	0.954731	-1.11582
PV2_014342	155.66	12.74	-1.24686	-2.52618
PV2_014343	153.28	19.6	3.24309	-0.627043
PV2_014344	18.09	4.9	-1.64453	-0.982651
PV2_014345	170.9	25.48	2.83526	0.506333
PV2_014346	95.21	11.76	1.99935	-0.871475
PV2_014347	28.56	6.86	1.39809	-0.743984
PV2_014348	22.85	6.86	-0.0180122	-0.348534
PV2_014349	125.67	22.54	1.70832	1.10372
PV2_014350	232.31	33.33	1.8304	-0.332989
PV2_014351	59.98	17.64	1.93131	1.26181
PV2_014352	98.54	16.66	-0.433374	-0.594711
PV2_014353	66.17	10.78	0.394289	-0.857983
PV2_014354	120.91	22.54	3.22568	0.310489
PV2_014355	113.3	15.68	1.49742	-0.46333
PV2_014356	31.42	9.8	1.3674	0.160813
PV2_014357	33.32	6.86	1.48292	-0.936969
PV2_014358	29.99	6.86	-0.158465	-1.14174
PV2_014359	152.33	25.48	4.85057	1.57978
PV2_014360	60.93	8.82	1.857	-1.08406
PV2_014361	35.7	12.74	-0.534501	0.152553
PV2_014362	45.22	4.9	0.325947	-1.59764
PV2_014363	6.19	5.88	-0.234749	0.00737904
PV2_014364	40.46	12.74	0.929238	0.726131
PV2_014365	48.56	3.92	-1.62202	-2.39768
PV2_014366	20.47	7.84	-0.980833	-0.221326
PV2_014367	64.74	14.7	0.416726	0.258676
PV2_014368	10.95	6.86	1.40874	0.236542
PV2_014369	60.46	5.88	1.92349	-1.57586
PV2_014370	55.22	23.52	1.31183	2.1669
PV2_014371	195.65	30.39	1.85601	1.1098
PV2_014372	63.79	9.8	2.8362	-0.952697
PV2_014373	32.85	8.82	1.84467	-0.0454814
PV2_014374	58.08	8.82	2.77712	-0.907382
PV2_014375	79.97	25.48	0.211471	1.97209
PV2_014376	378.45	49.99	2.89058	0.0861393
PV2_014377	56.17	11.76	0.727233	-0.279647
PV2_014378	187.08	14.7	3.63073	-2.18712
PV2_014379	53.32	10.78	2.10805	-0.0875564
PV2_014380	122.34	18.62	2.4599	-0.111887
PV2_014381	150.9	29.41	0.303293	0.246689
PV2_014382	187.08	29.41	2.13954	0.76344
PV2_014383	26.66	1.96	1.37163	-1.59572
PV2_014384	141.86	31.37	-1.27487	2.12446
PV2_014385	56.65	13.72	0.564659	-0.154258
PV2_014386	137.1	25.48	-0.965146	-0.185576
PV2_014387	86.16	18.62	-1.39118	0.415278
PV2_014388	46.65	5.88	-0.937229	-1.76519
PV2_014389	65.69	19.6	0.355825	0.984809
PV2_014390	59.03	12.74	1.08454	-0.251543
PV2_014391	153.28	16.66	4.70077	-0.52522
PV2_014392	86.16	24.5	3.32556	1.58687
PV2_014393	79.5	12.74	0.991801	-0.365667
PV2_014394	163.76	33.33	-0.337672	0.740274
PV2_014395	37.13	6.86	0.0458092	-1.29267
PV2_014396	96.16	15.68	-0.896822	-0.180602
PV2_014397	28.09	3.92	-2.36105	-1.72469
PV2_014398	99.02	14.7	3.80255	-0.211633
PV2_014399	47.13	11.76	1.65491	-0.310445
PV2_014400	47.6	9.8	1.56156	-0.206654
PV2_014401	72.83	14.7	0.956623	-0.0558089
PV2_014402	109.49	27.45	0.350284	1.62826
PV2_014403	26.18	11.76	-0.213385	0.651991
PV2_014404	91.88	17.64	-0.440144	-0.936265
PV2_014405	24.75	10.78	2.41143	0.539884
PV2_014406	58.08	5.88	0.896954	-1.75622
PV2_014407	67.6	19.6	-0.723725	0.611097
PV2_014408	110.92	10.78	1.29184	-1.16622
PV2_014409	77.59	16.66	-0.45513	-0.226758
PV2_014410	169.47	26.46	2.70841	0.666114
PV2_014411	142.81	42.15	1.38812	3.66811
PV2_014412	130.43	14.7	2.37815	-1.61816
PV2_014413	67.12	9.8	3.07911	-0.846237
PV2_014414	47.13	15.68	2.69677	1.21008
PV2_014415	96.16	18.62	3.36447	0.552686
PV2_014416	188.03	22.54	2.15671	-0.341304
PV2_014417	38.56	18.62	0.42383	1.73965
PV2_014418	22.85	2.94	2.05802	-1.20289
PV2_014419	214.69	9.8	3.08534	-2.15116
PV2_014420	159.47	35.29	1.23152	1.20965
PV2_014421	97.59	8.82	3.79851	-1.16346
PV2_014422	146.14	17.64	1.88846	-0.032763
PV2_014423	53.32	9.8	0.609473	-0.573783
PV2_014424	185.18	22.54	1.61355	-0.798838
PV2_014425	24.75	7.84	1.66012	-0.191605
PV2_014426	218.5	31.37	1.90114	1.3653
PV2_014427	43.32	9.8	-0.105641	-0.488046
PV2_014428	42.84	15.68	-1.74176	0.464042
PV2_014429	55.22	12.74	2.95712	0.371648
PV2_014430	117.11	22.54	2.66479	0.139015
PV2_014431	34.75	6.86	1.32418	-1.02256
PV2_014432	162.8	24.5	3.1092	0.282205
PV2_014433	134.24	18.62	-2.11085	0.0423884
PV2_014434	103.3	11.76	4.43669	-0.812169
PV2_014435	40.46	8.82	0.100459	-0.52743
PV2_014436	165.18	27.45	-0.572718	0.996153
PV2_014437	39.99	12.74	4.09678	0.446096
PV2_014438	56.65	22.54	1.21368	2.31238
PV2_014439	106.16	19.6	0.612035	0.108176
PV2_014440	52.84	8.82	2.68585	-1.13816
PV2_014441	24.28	1.96	2.31172	-1.59378
PV2_014442	155.19	21.56	0.880482	-0.647799
PV2_014443	145.19	16.66	-0.0329905	-1.24555
PV2_014444	14.28	3.92	-1.46571	-1.30698
PV2_014445	61.41	11.76	0.15932	-0.510542
PV2_014446	59.5	12.74	-0.867653	-0.154479
PV2_014447	85.21	9.8	1.93945	-1.15919
PV2_014448	235.64	33.33	1.16014	1.71748
PV2_014449	63.31	5.88	2.31456	-1.77212
PV2_014450	49.03	7.84	0.343167	-1.01824
PV2_014451	10	1.96	-0.421988	-1.08809
PV2_014452	48.08	10.78	4.36352	-0.082006
PV2_014453	60.46	12.74	0.624792	0.0707546
PV2_014454	70.45	11.76	0.966439	-0.803065
PV2_014455	89.02	15.68	4.0131	0.0837529
PV2_014456	20.95	19.6	-0.61688	3.19945
PV2_014457	196.13	20.58	1.80301	-0.300482
PV2_014458	20.47	8.82	0.0651768	-0.00271531
PV2_014459	50.46	5.88	-0.344687	-1.61137
PV2_014460	169.47	26.46	2.70841	0.666114
PV2_014461	66.17	4.9	2.23328	-2.09996
PV2_014462	85.69	14.7	1.93248	-0.227124
PV2_014463	96.64	21.56	-0.711371	0.13281
PV2_014464	278.96	29.41	0.749654	-2.82297
PV2_014465	25.23	2.94	-0.444422	-1.46744
PV2_014466	140.91	18.62	1.3683	-1.48671
PV2_014467	68.07	14.7	3.39393	0.442145
PV2_014468	79.02	17.64	-2.71108	-0.428843
PV2_014469	21.42	13.72	2.12591	1.53052
PV2_014470	18.09	1.96	0.530956	-1.62209
PV2_014471	129.01	17.64	2.89592	0.129147
PV2_014472	164.71	34.31	6.42102	2.33711
PV2_014473	55.7	16.66	1.35941	0.618024
PV2_014474	20.47	8.82	0.733096	-0.162078
PV2_014475	38.08	7.84	0.435869	-0.870027
PV2_014476	257.06	21.56	-0.43619	-2.77749
PV2_014477	150.9	9.8	1.95697	-1.9515
PV2_014478	82.35	20.58	1.382	0.896902
PV2_014479	48.08	9.8	0.798835	-0.577567
PV2_014480	94.26	10.78	-2.05952	-1.15041
PV2_014481	47.6	13.72	1.521	-0.120441
PV2_014482	28.09	3.92	2.88064	-1.07233
PV2_014483	79.97	15.68	0.939722	0.0496396
PV2_014484	34.75	12.74	2.04531	0.615153
PV2_014485	86.64	14.7	1.08229	-0.0452538
PV2_014486	96.16	13.72	0.486034	-0.996995
PV2_014487	22.37	4.9	1.57527	-0.955411
PV2_014488	125.67	20.58	1.76453	-0.547934
PV2_014489	123.29	30.39	-1.07932	1.09373
PV2_014490	20.95	5.88	2.26487	-0.361043
PV2_014491	64.26	6.86	-0.45557	-1.90203
PV2_014492	85.21	20.58	-0.799539	0.235469
PV2_014493	159	31.37	-0.0864261	1.54675
PV2_014494	121.39	26.46	2.13752	0.878395
PV2_014495	8.57	9.8	-0.638776	0.705451
PV2_014496	145.19	22.54	2.13865	-0.478459
PV2_014497	67.6	10.78	3.18079	-0.608417
PV2_014498	101.87	26.46	1.39572	1.63762
PV2_014499	101.4	11.76	2.03102	-0.838291
PV2_014500	68.55	15.68	1.59691	0.274945
PV2_014501	43.32	9.8	0.821661	-0.760339
PV2_014502	22.37	11.76	1.47308	0.56418
PV2_014503	266.1	41.17	4.10261	-0.280713
PV2_014504	82.35	17.64	-1.0004	-0.38898
PV2_014505	1.9	7.84	-4.01612	0.234629
PV2_014506	22.85	925.29	0.904054	208.554
PV2_014507	20.95	959.6	-3.11933	238.146
PV2_014508	15.71	1293.84	-2.61862	355.352
PV2_014509	31.42	1503.6	0.448713	363.064
PV2_014510	74.26	1003.71	0.219742	210.533
PV2_014511	0.95	812.57	-3.49683	223.95
PV2_014512	5.71	457.75	1.80596	156.251
PV2_014513	48.56	717.49	1.37651	159.228
PV2_014514	39.51	855.7	-1.4876	184.183
PV2_014515	16.66	1183.08	1.15292	260.787
PV2_014516	7.14	1307.56	0.507257	311.404
PV2_014517	34.27	1070.36	-0.507979	269.623
PV2_014518	7.14	0.98	1.01081	-1.35284
PV2_014519	74.26	724.36	0.0635641	138.226
PV2_014520	28.56	905.69	-1.95024	227.626
PV2_014521	39.04	182.31	0.307478	40.9275
PV2_014522	13.81	5.88	-1.44809	-0.73337
PV2_014523	12.85	17.64	0.598137	2.32278
PV2_014524	11.9	1356.57	-2.05114	362.231
PV2_014525	9.04	29.41	-1.11403	5.13796
PV2_014526	13.81	16.66	1.71859	2.35309
PV2_014527	30.47	1393.82	-1.51443	351.88
PV2_014528	10.47	659.66	0.27968	172.271
PV2_014529	43.8	1557.51	-0.591245	337.591
PV2_014530	27.61	1226.21	-1.00551	305.32
PV2_014531	45.7	1038.99	0.199981	241.756
PV2_014532	9.04	606.73	1.59886	143.67
PV2_014533	35.23	936.08	-0.720377	220.84
PV2_014534	20.95	755.72	-0.709522	206.687
PV2_014535	29.51	1596.72	-1.92255	346.012
PV2_014536	19.52	6.86	2.96312	-0.230267
PV2_014537	24.75	4.9	1.98836	-1.05913
PV2_014538	106.16	26.46	-1.8307	0.558599
PV2_014539	102.35	12.74	0.0899149	-1.1268
PV2_014540	6.66	6.86	-1.56744	-0.0470767
PV2_014541	41.89	18.62	-1.26113	1.05494
PV2_014542	27.13	11.76	-0.0705063	0.534108
PV2_014543	5.24	4.9	-1.58714	-0.136998
PV2_014544	35.7	7.84	1.22466	-0.561511
PV2_014545	154.71	19.6	-0.487696	-0.17914
PV2_014546	135.67	29.41	-2.40819	0.92126
PV2_014547	35.23	9.8	-0.320173	-0.44484
PV2_014548	102.35	23.52	-0.433978	0.93132
PV2_014549	57.12	22.54	-1.69367	1.98894
PV2_014550	109.01	28.43	0.657678	2.43837
PV2_014551	76.64	20.58	-1.61096	0.429408
PV2_014552	10	13.72	-1.2306	1.46396
PV2_014553	39.04	16.66	-0.0363986	1.40401
PV2_014554	15.71	10.78	-0.66115	0.448432
PV2_014555	101.4	24.5	-0.355669	1.44757
PV2_014556	28.09	5.88	3.56188	-0.630901
PV2_014557	49.51	19.6	-0.434698	1.3357
PV2_014558	50.94	25.48	0.0036871	2.94373
PV2_014559	9.52	1.96	0.656853	-1.04263
PV2_014560	4.28	0.98	-2.70039	-1.44573
PV2_014561	83.31	21.56	1.64818	1.30855
PV2_014562	1.9	4.9	-3.15009	-0.408923
PV2_014563	9.52	10.78	-2.45303	0.805598
PV2_014564	64.26	11.76	-1.07631	-0.888316
PV2_014565	160.9	33.33	-1.36691	1.10851
PV2_014566	6.19	1.96	-1.97564	-1.42803
PV2_014567	124.25	24.5	0.641903	0.928543
PV2_014568	56.17	15.68	-0.226614	0.510898
PV2_014569	29.51	13.72	-3.69326	-0.102891
PV2_014570	36.65	189.18	-0.494114	38.5202
PV2_014571	47.13	17.64	-1.92138	0.617531
PV2_014572	168.04	28.43	-0.523989	0.828262
PV2_014573	66.17	38.23	-1.48265	4.49802
PV2_014574	83.31	44.11	-0.400528	5.62858
PV2_014575	1.9	2.94	-1.19053	-0.536074
PV2_014576	87.11	14.7	-2.00324	-1.24505
PV2_014577	101.4	15.68	-0.857083	-1.15552
PV2_014578	9.52	2.94	-2.55222	-1.15367
PV2_014579	51.89	14.7	-2.85454	-0.344432
PV2_014580	89.49	41.17	-2.18834	4.00896
PV2_014581	39.04	26.46	-0.665259	3.80662
PV2_014582	58.55	24.5	-4.00509	1.2498
PV2_014583	13.81	6.86	-0.907021	-0.245195
PV2_014584	183.27	56.85	-1.98766	3.45901
PV2_014585	14.76	10.78	-0.623896	0.720188
PV2_014586	14.28	8.82	2.42274	0.52326
PV2_014587	58.08	43.13	-1.82467	5.97528
PV2_014588	77.59	23.52	-1.54683	0.924853
PV2_014589	32.85	21.56	-1.14244	2.07661
PV2_014590	12.85	17.64	-1.51425	2.37143
PV2_014591	8.57	7.84	-2.48693	-0.0681527
PV2_014592	25.71	3.92	1.72853	-1.25894
PV2_014593	77.12	43.13	-2.92133	3.7737
PV2_014594	138.53	49.99	-1.55504	4.85374
PV2_014595	29.04	14.7	-2.09472	0.434282
PV2_014596	112.82	32.35	0.0808624	2.83972
PV2_014597	116.15	22.54	-2.5856	0.0312697
PV2_014598	66.65	19.6	-1.43908	0.383054
PV2_014599	67.12	22.54	-2.70649	1.08733
PV2_014600	120.44	28.43	-0.731768	0.208364
PV2_014601	35.7	8.82	-0.142209	-0.188839
PV2_014602	37.61	25.48	-0.252336	3.2202
PV2_014603	49.51	35.29	-1.59305	4.54479
PV2_014604	12.38	17.64	-0.725399	2.06598
PV2_014605	179.47	34.31	0.331751	1.40297
PV2_014606	32.85	18.62	-1.38476	1.18556
PV2_014607	64.26	25.48	-1.75308	1.59583
PV2_014608	69.98	22.54	-0.394428	1.63677
PV2_014609	95.68	16.66	-0.5677	-0.312243
PV2_014610	81.4	18.62	0.120279	0.270488
PV2_014611	88.07	29.41	-0.631036	1.55724
PV2_014612	51.89	16.66	-2.20576	0.472622
PV2_014613	94.26	35.29	-0.817664	2.62904
PV2_014614	51.89	19.6	-2.41695	1.3704
PV2_014615	84.26	25.48	-0.527449	1.51056
PV2_014616	19.99	11.76	-0.871647	1.08394
PV2_014617	55.22	23.52	0.487838	2.18058
PV2_014618	53.32	24.5	0.114452	2.35137
PV2_014619	33.8	29.41	-0.356289	4.87382
PV2_014620	27.61	12.74	-1.00551	0.681185
PV2_014621	70.45	23.52	-1.31696	1.15154
PV2_014622	166.61	39.21	-1.41649	1.05556
PV2_014623	12.85	5.88	-1.369	-0.503448
PV2_014624	35.23	11.76	3.63806	0.641474
PV2_014625	92.83	24.5	-0.182087	0.510541
PV2_014626	12.38	369.53	0.917496	95.487
PV2_014627	22.85	400.9	0.803245	89.1486
PV2_014628	0	92.14	-2.04283	30.5736
PV2_014629	0	63.71	0.229371	26.6432
PV2_014630	6.19	221.52	2.09954	53.801
PV2_014631	15.71	1158.58	1.3427	255.642
PV2_014632	12.38	694.95	1.20834	181.566
PV2_014633	17.61	668.49	-2.1157	182.313
PV2_014634	2.38	117.62	0.302378	48.8225
PV2_014635	4.76	772.38	0.352804	190.423
PV2_014636	42.37	934.11	-1.57859	212.785
PV2_014637	1.43	232.3	0.503147	98.5862
PV2_014638	8.09	785.13	1.04949	186.388
PV2_014639	0	43.13	-0.281677	17.6735
PV2_014640	5.71	208.78	-0.12332	56.2984
PV2_014641	13.81	732.2	1.71859	191.288
PV2_014642	11.42	21.56	0.524601	3.66011
PV2_014643	9.52	32.35	2.49169	7.26459
PV2_014644	3.33	675.35	-1.1502	166.223
PV2_014645	18.09	2131.9	0.215109	491.098
PV2_014646	7.62	93.12	2.68449	21.7376
PV2_014647	5.24	54.89	1.59961	17.3084
PV2_014648	7.62	108.8	2.91197	25.7012
PV2_014649	27.61	30.39	-0.737402	4.66138
PV2_014650	0.95	36.27	-1.36099	11.2314
PV2_014651	14.28	756.7	1.55162	172.404
PV2_014652	4.76	792.97	-2.63386	207.471
PV2_014653	23.8	1023.31	-1.35305	246.549
PV2_014654	0.48	95.08	-0.372936	39.784
PV2_014655	18.57	658.68	-0.223488	147.908
PV2_014656	36.18	1559.47	-0.643584	349.858
PV2_014657	17.61	758.66	0.437822	194.283
PV2_014658	12.38	710.63	-0.302047	156.155
PV2_014659	45.22	275.43	1.26805	57.2956
PV2_014660	21.9	985.08	1.28632	225.674
PV2_014661	8.09	351.89	-0.761236	91.0932
PV2_014662	23.8	1275.22	-1.92069	307.331
PV2_014663	79.02	620.46	1.83172	132.653
PV2_014664	6.66	1091.92	0.0067078	301.265
PV2_014665	32.85	9.8	1.58628	-0.0160107
PV2_014666	41.89	64.69	0.127445	11.8021
PV2_014667	49.51	50.97	0.0082249	7.91456
PV2_014668	19.52	1519.28	1.11955	405.925
PV2_014669	15.71	1505.56	-0.965718	341.006
PV2_014670	24.75	1537.91	-0.952096	375.212
PV2_014671	7.62	654.76	1.18418	180.085
PV2_014672	5.24	1746.69	-0.498957	483.241
PV2_014673	17.61	1904.5	0.549582	490.92
PV2_014674	23.33	1768.25	2.2483	407.114
PV2_014675	57.12	883.15	2.678	205.182
PV2_014676	26.66	511.66	0.560588	118.689
PV2_014677	7.14	1173.28	-0.864398	313.667
PV2_014678	11.9	2331.86	-0.978437	515.987
PV2_014679	92.83	884.13	0.348976	173.34
PV2_014680	18.09	1507.52	-0.98252	340.947
PV2_014681	23.33	1364.42	2.04392	313.577
PV2_014682	23.33	1234.05	-3.13245	311.309
PV2_014683	13.81	579.29	-0.0928038	126.765
