* Barcode = NA
* Block Type = 384-Well Block
* Calibration ABY is expired  = No
* Calibration ABY performed on  = 07-11-2018 11:17:53 MST
* Calibration Background is expired  = No
* Calibration Background performed on  = 07-11-2018 09:36:34 MST
* Calibration CY5 is expired  = No
* Calibration CY5 performed on  = 07-11-2018 11:28:15 MST
* Calibration FAM is expired  = No
* Calibration FAM performed on  = 07-11-2018 10:40:32 MST
* Calibration JUN is expired  = No
* Calibration JUN performed on  = 07-11-2018 11:36:47 MST
* Calibration MUSTANGPUR is expired  = No
* Calibration MUSTANGPUR performed on  = 07-11-2018 11:02:57 MST
* Calibration NED is expired  = No
* Calibration NED performed on  = 07-11-2018 10:31:36 MST
* Calibration ROI is expired  = No
* Calibration ROI performed on  = 07-11-2018 09:24:21 MST
* Calibration ROX is expired  = No
* Calibration ROX performed on  = 07-11-2018 10:50:07 MST
* Calibration SYBR is expired  = No
* Calibration SYBR performed on  = 07-11-2018 10:20:52 MST
* Calibration TAMRA is expired  = No
* Calibration TAMRA performed on  = 07-11-2018 10:01:27 MST
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on  = 07-11-2018 09:50:57 MST
* Calibration VIC is expired  = No
* Calibration VIC performed on  = 07-11-2018 10:11:01 MST
* Chemistry = SYBR_GREEN
* Comment = NA
* Date Created = 10-10-2018 10:01:10 MST
* Experiment File Name = C:\Applied Biosystems\QuantStudio 12K Flex Software\User Files\experiments\MH\MH 3-8.eds
* Experiment Name = MH 3-8
* Experiment Run End Time = 10-09-2018 19:42:07 MST
* Experiment Type = Standard Curve
* Instrument Name = 285881215
* Instrument Serial Number = 285881215
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Amp Score	Cq Conf	Tm1	Tm2	Tm3	Dyes	Quantity	Target	Task	MTP	AMPNC	HIGHSD
97	E1	false	STD1	Target 1	STD	SYBR	None	8.553	8.718	0.186	20.000	20.000		true	0.335	true	3	4		13.038	0.999	-3.392	1.568	0.986	85.624			SYBR	20.000	Kapa	STD	N	N	N
98	E2	false	STD1	Target 1	STD	SYBR	None	8.682	8.718	0.186	20.000	20.000		true	0.335	true	3	4		13.038	0.999	-3.392	1.569	0.978	85.624			SYBR	20.000	Kapa	STD	N	N	N
99	E3	false	STD2	Target 1	STD	SYBR	None	11.704	11.779	0.182	2.000	2.000		true	0.335	true	3	6		13.038	0.999	-3.392	1.573	0.993	85.624	82.651		SYBR	2.000	Kapa	STD	Y	N	N
100	E4	false	STD2	Target 1	STD	SYBR	None	11.647	11.779	0.182	2.000	2.000		true	0.335	true	3	6		13.038	0.999	-3.392	1.572	0.988	85.494			SYBR	2.000	Kapa	STD	N	N	N
101	E5	false	STD3	Target 1	STD	SYBR	None	15.379	15.414	0.060	0.200	0.200		true	0.335	true	3	9		13.038	0.999	-3.392	1.568	0.992	85.624	82.651		SYBR	0.200	Kapa	STD	Y	N	N
102	E6	false	STD3	Target 1	STD	SYBR	None	15.380	15.414	0.060	0.200	0.200		true	0.335	true	3	9		13.038	0.999	-3.392	1.563	0.988	85.494	82.651		SYBR	0.200	Kapa	STD	Y	N	N
103	E7	false	STD4	Target 1	STD	SYBR	None	18.947	19.012	0.061	0.020	0.020		true	0.335	true	3	13		13.038	0.999	-3.392	1.558	0.994	85.624			SYBR	0.020	Kapa	STD	N	N	N
104	E8	false	STD4	Target 1	STD	SYBR	None	19.023	19.012	0.061	0.020	0.020		true	0.335	true	3	13		13.038	0.999	-3.392	1.552	0.991	85.494			SYBR	0.020	Kapa	STD	N	N	N
105	E9	false	STD5	Target 1	STD	SYBR	None	22.310	22.247	0.151	0.002	0.002		true	0.335	true	3	16		13.038	0.999	-3.392	1.558	0.992	85.624			SYBR	0.002	Kapa	STD	N	N	N
106	E10	false	STD5	Target 1	STD	SYBR	None	22.075	22.247	0.151	0.002	0.002		true	0.335	true	3	16		13.038	0.999	-3.392	1.553	0.991	85.624			SYBR	0.002	Kapa	STD	N	N	N
107	E11	false	STD6	Target 1	STD	SYBR	None	25.374	25.459	0.203	0.000	0.000		true	0.335	true	3	19		13.038	0.999	-3.392	1.554	0.979	85.753			SYBR	0.000	Kapa	STD	N	N	N
108	E12	false	STD6	Target 1	STD	SYBR	None	25.312	25.459	0.203	0.000	0.000		true	0.335	true	3	19		13.038	0.999	-3.392	1.557	0.992	85.624			SYBR	0.000	Kapa	STD	N	N	N
109	E13	false	NTC	Target 1	NTC	SYBR	None	32.350	33.267	1.296	NTC			true	0.335	true	3	25		13.038	0.999	-3.392	1.404	0.968	84.073			SYBR	NTC	Kapa	NTC	N	Y	Y
110	E14	false	NTC	Target 1	NTC	SYBR	None	Undetermined	33.267	1.296	NTC			true	0.335	true	3	29		13.038	0.999	-3.392	0.972	0.000	76.576			SYBR	NTC	Kapa	NTC	N	N	N
111	E15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
112	E16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
113	E17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
114	E18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
115	E19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
116	E20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
117	E21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
118	E22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
119	E23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
120	E24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
121	F1	false	STD1	Target 1	STD	SYBR	None	8.919	8.718	0.186	20.000	20.000		true	0.335	true	3	5		13.038	0.999	-3.392	1.548	0.977	85.365	82.522		SYBR	20.000	Kapa	STD	Y	N	N
122	F2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
123	F3	false	STD2	Target 1	STD	SYBR	None	11.986	11.779	0.182	2.000	2.000		true	0.335	true	3	6		13.038	0.999	-3.392	1.530	0.994	85.365			SYBR	2.000	Kapa	STD	N	N	N
124	F4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
125	F5	false	STD3	Target 1	STD	SYBR	None	15.483	15.414	0.060	0.200	0.200		true	0.335	true	3	9		13.038	0.999	-3.392	1.561	0.992	85.494			SYBR	0.200	Kapa	STD	N	N	N
126	F6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
127	F7	false	STD4	Target 1	STD	SYBR	None	19.067	19.012	0.061	0.020	0.020		true	0.335	true	3	13		13.038	0.999	-3.392	1.549	0.990	85.494			SYBR	0.020	Kapa	STD	N	N	N
128	F8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
129	F9	false	STD5	Target 1	STD	SYBR	None	22.357	22.247	0.151	0.002	0.002		true	0.335	true	3	16		13.038	0.999	-3.392	1.548	0.992	85.494	82.780		SYBR	0.002	Kapa	STD	Y	N	N
130	F10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
131	F11	false	STD6	Target 1	STD	SYBR	None	25.690	25.459	0.203	0.000	0.000		true	0.335	true	3	19		13.038	0.999	-3.392	1.534	0.986	85.494			SYBR	0.000	Kapa	STD	N	N	N
132	F12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
133	F13	false	NTC	Target 1	NTC	SYBR	None	34.183	33.267	1.296	NTC			true	0.335	true	3	28		13.038	0.999	-3.392	1.178	0.000	75.542			SYBR	NTC	Kapa	NTC	N	Y	Y
134	F14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
135	F15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
136	F16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
137	F17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
138	F18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
139	F19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
140	F20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
141	F21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
142	F22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
143	F23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
144	F24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
145	G1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
146	G2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
147	G3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
148	G4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
149	G5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
150	G6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
151	G7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
152	G8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
153	G9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
154	G10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
155	G11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
156	G12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
157	G13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
158	G14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
159	G15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
160	G16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
161	G17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
162	G18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
163	G19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
164	G20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
165	G21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
166	G22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
167	G23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
168	G24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
169	H1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
170	H2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
171	H3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
172	H4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
173	H5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
174	H6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
175	H7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
176	H8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
177	H9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
178	H10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
179	H11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
180	H12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
181	H13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
182	H14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
183	H15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
184	H16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
185	H17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
186	H18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
187	H19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
188	H20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
189	H21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
190	H22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
191	H23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
192	H24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
193	I1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
194	I2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
195	I3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
196	I4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
197	I5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
198	I6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
199	I7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
200	I8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
201	I9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
202	I10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
203	I11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
204	I12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
205	I13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
206	I14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
207	I15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
208	I16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
209	I17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
210	I18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
211	I19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
212	I20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
213	I21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
214	I22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
215	I23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
216	I24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
217	J1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
218	J2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
219	J3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
220	J4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
221	J5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
222	J6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
223	J7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
224	J8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
225	J9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
226	J10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
227	J11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
228	J12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
229	J13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
230	J14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
231	J15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
232	J16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
233	J17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
234	J18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
235	J19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
236	J20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
237	J21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
238	J22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
239	J23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
240	J24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
241	K1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
242	K2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
243	K3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
244	K4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
245	K5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
246	K6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
247	K7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
248	K8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
249	K9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
250	K10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
251	K11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
252	K12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
253	K13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
254	K14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
255	K15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
256	K16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
257	K17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
258	K18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
259	K19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
260	K20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
261	K21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
262	K22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
263	K23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
264	K24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
265	L1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
266	L2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
267	L3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
268	L4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
269	L5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
270	L6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
271	L7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
272	L8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
273	L9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
274	L10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
275	L11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
276	L12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
277	L13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
278	L14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
279	L15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
280	L16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
281	L17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
282	L18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
283	L19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
284	L20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
285	L21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
286	L22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
287	L23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
288	L24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
289	M1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
290	M2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
291	M3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
292	M4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
293	M5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
294	M6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
295	M7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
296	M8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
297	M9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
298	M10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
299	M11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
300	M12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
301	M13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
302	M14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
303	M15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
304	M16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
305	M17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
306	M18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
307	M19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
308	M20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
309	M21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
310	M22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
311	M23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
312	M24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
313	N1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
314	N2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
315	N3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
316	N4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
317	N5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
318	N6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
319	N7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
320	N8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
321	N9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
322	N10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
323	N11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
324	N12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
325	N13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
326	N14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
327	N15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
328	N16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
329	N17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
330	N18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
331	N19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
332	N20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
333	N21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
334	N22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
335	N23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
336	N24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
337	O1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
338	O2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
339	O3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
340	O4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
341	O5	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
342	O6	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
343	O7	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
344	O8	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
345	O9	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
346	O10	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
347	O11	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
348	O12	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
349	O13	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
350	O14	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
351	O15	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
352	O16	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
353	O17	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
354	O18	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
355	O19	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
356	O20	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
357	O21	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
358	O22	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
359	O23	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
360	O24	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
361	P1	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
362	P2	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
363	P3	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
364	P4	false	empty		UNKNOWN																							SYBR		Kapa	UNKNOWN	N	N	N
