* Barcode = NA
* Block Type = 384-Well Block
* Calibration ABY is expired  = No
* Calibration ABY performed on  = 07-11-2018 11:17:53 MST
* Calibration Background is expired  = No
* Calibration Background performed on  = 07-11-2018 09:36:34 MST
* Calibration CY5 is expired  = No
* Calibration CY5 performed on  = 07-11-2018 11:28:15 MST
* Calibration FAM is expired  = No
* Calibration FAM performed on  = 07-11-2018 10:40:32 MST
* Calibration JUN is expired  = No
* Calibration JUN performed on  = 07-11-2018 11:36:47 MST
* Calibration MUSTANGPUR is expired  = No
* Calibration MUSTANGPUR performed on  = 07-11-2018 11:02:57 MST
* Calibration NED is expired  = No
* Calibration NED performed on  = 07-11-2018 10:31:36 MST
* Calibration ROI is expired  = No
* Calibration ROI performed on  = 07-11-2018 09:24:21 MST
* Calibration ROX is expired  = No
* Calibration ROX performed on  = 07-11-2018 10:50:07 MST
* Calibration SYBR is expired  = No
* Calibration SYBR performed on  = 07-11-2018 10:20:52 MST
* Calibration TAMRA is expired  = No
* Calibration TAMRA performed on  = 07-11-2018 10:01:27 MST
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on  = 07-11-2018 09:50:57 MST
* Calibration VIC is expired  = No
* Calibration VIC performed on  = 07-11-2018 10:11:01 MST
* Chemistry = SYBR_GREEN
* Comment = NA
* Date Created = 10-10-2018 10:01:10 MST
* Experiment File Name = C:\Applied Biosystems\QuantStudio 12K Flex Software\User Files\experiments\MH\MH 3-8.eds
* Experiment Name = MH 3-8
* Experiment Run End Time = 10-09-2018 19:42:07 MST
* Experiment Type = Standard Curve
* Instrument Name = 285881215
* Instrument Serial Number = 285881215
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Amp Score	Cq Conf	Tm1	Tm2	Tm3	Dyes	Quantity	Target	Task	MTP	AMPNC	HIGHSD
101	E5	75	79.290	2.779	0.229
101	E5	76	79.549	2.755	0.232
101	E5	77	79.807	2.743	0.237
101	E5	78	80.066	2.707	0.247
101	E5	79	80.324	2.679	0.263
101	E5	80	80.583	2.657	0.286
101	E5	81	80.841	2.632	0.316
101	E5	82	81.100	2.600	0.353
101	E5	83	81.358	2.558	0.395
101	E5	84	81.617	2.517	0.436
101	E5	85	81.875	2.465	0.472
101	E5	86	82.134	2.395	0.497
101	E5	87	82.392	2.315	0.510
101	E5	88	82.651	2.235	0.512
101	E5	89	82.909	2.172	0.513
101	E5	90	83.168	2.155	0.523
101	E5	91	83.426	2.106	0.560
101	E5	92	83.685	2.071	0.634
101	E5	93	83.943	2.020	0.756
101	E5	94	84.202	1.958	0.929
101	E5	95	84.460	1.866	1.144
101	E5	96	84.719	1.748	1.385
101	E5	97	84.977	1.583	1.620
101	E5	98	85.236	1.330	1.811
101	E5	99	85.494	1.058	1.916
101	E5	100	85.753	0.711	1.907
101	E5	101	86.011	0.332	1.776
101	E5	102	86.270	0.077	1.539
101	E5	103	86.529	-0.004	1.237
101	E5	104	86.787	-0.021	0.920
101	E5	105	87.046	-0.024	0.632
101	E5	106	87.304	-0.026	0.400
101	E5	107	87.563	-0.026	0.234
101	E5	108	87.821	-0.027	0.126
101	E5	109	88.080	-0.027	0.064
101	E5	110	88.338	-0.028	0.031
101	E5	111	88.597	-0.028	0.015
101	E5	112	88.855	-0.029	0.009
101	E5	113	89.114	-0.029	0.006
101	E5	114	89.372	-0.030	0.005
101	E5	115	89.631	-0.030	0.005
101	E5	116	89.889	-0.031	0.005
101	E5	117	90.148	-0.031	0.005
101	E5	118	90.406	-0.032	0.005
101	E5	119	90.665	-0.033	0.005
101	E5	120	90.923	-0.033	0.005
101	E5	121	91.182	-0.033	0.004
101	E5	122	91.440	-0.034	0.004
101	E5	123	91.699	-0.034	0.004
101	E5	124	91.957	-0.035	0.004
101	E5	125	92.216	-0.036	0.004
101	E5	126	92.474	-0.036	0.004
101	E5	127	92.733	-0.036	0.003
101	E5	128	92.991	-0.037	0.003
101	E5	129	93.250	-0.037	0.003
101	E5	130	93.508	-0.037	0.002
101	E5	131	93.767	-0.037	0.002
101	E5	132	94.025	-0.037	0.002
101	E5	133	94.284	-0.038	0.002
101	E5	134	94.542	-0.039	0.001
101	E5	135	94.801	-0.038	0.001
102	E6	1	60.160	4.685	0.239
102	E6	2	60.419	4.661	0.242
102	E6	3	60.677	4.650	0.245
102	E6	4	60.936	4.604	0.247
102	E6	5	61.194	4.583	0.248
102	E6	6	61.453	4.557	0.248
102	E6	7	61.711	4.529	0.247
102	E6	8	61.970	4.503	0.245
102	E6	9	62.228	4.464	0.243
102	E6	10	62.487	4.451	0.241
102	E6	11	62.745	4.429	0.240
102	E6	12	63.004	4.391	0.239
102	E6	13	63.262	4.369	0.239
102	E6	14	63.521	4.349	0.239
102	E6	15	63.779	4.312	0.240
102	E6	16	64.038	4.291	0.240
102	E6	17	64.296	4.266	0.240
102	E6	18	64.555	4.238	0.239
102	E6	19	64.813	4.213	0.238
102	E6	20	65.072	4.185	0.237
102	E6	21	65.330	4.154	0.236
102	E6	22	65.589	4.133	0.237
102	E6	23	65.847	4.107	0.238
102	E6	24	66.106	4.094	0.241
102	E6	25	66.365	4.050	0.244
102	E6	26	66.623	4.039	0.246
102	E6	27	66.882	3.997	0.248
102	E6	28	67.140	3.964	0.249
102	E6	29	67.399	3.946	0.248
102	E6	30	67.657	3.923	0.248
102	E6	31	67.916	3.895	0.247
102	E6	32	68.174	3.856	0.247
102	E6	33	68.433	3.840	0.247
102	E6	34	68.691	3.809	0.246
102	E6	35	68.950	3.780	0.246
102	E6	36	69.208	3.756	0.247
102	E6	37	69.467	3.733	0.247
102	E6	38	69.725	3.701	0.246
102	E6	39	69.984	3.675	0.245
102	E6	40	70.242	3.637	0.243
102	E6	41	70.501	3.618	0.240
102	E6	42	70.759	3.594	0.238
102	E6	43	71.018	3.571	0.237
102	E6	44	71.276	3.538	0.236
102	E6	45	71.535	3.512	0.236
102	E6	46	71.793	3.485	0.236
102	E6	47	72.052	3.467	0.237
102	E6	48	72.310	3.437	0.237
102	E6	49	72.569	3.410	0.238
102	E6	50	72.827	3.380	0.238
102	E6	51	73.086	3.350	0.238
102	E6	52	73.344	3.333	0.238
102	E6	53	73.603	3.307	0.239
102	E6	54	73.861	3.278	0.239
102	E6	55	74.120	3.249	0.238
102	E6	56	74.378	3.222	0.237
102	E6	57	74.637	3.199	0.234
102	E6	58	74.895	3.166	0.231
102	E6	59	75.154	3.145	0.228
102	E6	60	75.412	3.122	0.224
102	E6	61	75.671	3.102	0.222
102	E6	62	75.929	3.059	0.220
102	E6	63	76.188	3.047	0.219
102	E6	64	76.447	3.035	0.220
102	E6	65	76.705	3.007	0.222
102	E6	66	76.964	2.968	0.224
102	E6	67	77.222	2.952	0.226
102	E6	68	77.481	2.926	0.227
102	E6	69	77.739	2.900	0.226
102	E6	70	77.998	2.866	0.225
102	E6	71	78.256	2.849	0.224
102	E6	72	78.515	2.826	0.223
102	E6	73	78.773	2.799	0.224
102	E6	74	79.032	2.780	0.224
102	E6	75	79.290	2.752	0.226
102	E6	76	79.549	2.724	0.228
102	E6	77	79.807	2.698	0.232
102	E6	78	80.066	2.671	0.240
102	E6	79	80.324	2.654	0.255
102	E6	80	80.583	2.630	0.277
102	E6	81	80.841	2.609	0.308
102	E6	82	81.100	2.574	0.347
102	E6	83	81.358	2.540	0.391
102	E6	84	81.617	2.479	0.433
102	E6	85	81.875	2.443	0.469
102	E6	86	82.134	2.363	0.493
102	E6	87	82.392	2.290	0.505
102	E6	88	82.651	2.215	0.507
102	E6	89	82.909	2.155	0.508
102	E6	90	83.168	2.122	0.520
102	E6	91	83.426	2.087	0.558
102	E6	92	83.685	2.046	0.636
102	E6	93	83.943	2.000	0.762
102	E6	94	84.202	1.941	0.939
102	E6	95	84.460	1.849	1.157
102	E6	96	84.719	1.730	1.395
102	E6	97	84.977	1.528	1.621
102	E6	98	85.236	1.294	1.794
102	E6	99	85.494	1.021	1.877
102	E6	100	85.753	0.664	1.845
102	E6	101	86.011	0.302	1.694
102	E6	102	86.270	0.092	1.446
102	E6	103	86.529	0.034	1.145
102	E6	104	86.787	0.024	0.837
102	E6	105	87.046	0.022	0.565
102	E6	106	87.304	0.020	0.352
102	E6	107	87.563	0.020	0.202
102	E6	108	87.821	0.018	0.108
102	E6	109	88.080	0.018	0.054
102	E6	110	88.338	0.018	0.026
102	E6	111	88.597	0.017	0.014
102	E6	112	88.855	0.018	0.008
102	E6	113	89.114	0.015	0.007
102	E6	114	89.372	0.016	0.006
102	E6	115	89.631	0.015	0.006
102	E6	116	89.889	0.014	0.006
102	E6	117	90.148	0.013	0.007
102	E6	118	90.406	0.013	0.006
102	E6	119	90.665	0.012	0.006
102	E6	120	90.923	0.011	0.006
102	E6	121	91.182	0.010	0.006
102	E6	122	91.440	0.009	0.006
102	E6	123	91.699	0.009	0.006
102	E6	124	91.957	0.009	0.006
102	E6	125	92.216	0.007	0.005
102	E6	126	92.474	0.007	0.005
102	E6	127	92.733	0.006	0.005
102	E6	128	92.991	0.006	0.005
102	E6	129	93.250	0.005	0.004
102	E6	130	93.508	0.005	0.004
102	E6	131	93.767	0.005	0.003
102	E6	132	94.025	0.006	0.003
102	E6	133	94.284	0.004	0.002
102	E6	134	94.542	0.004	0.002
102	E6	135	94.801	0.003	0.001
103	E7	1	60.160	4.753	0.252
103	E7	2	60.419	4.697	0.249
103	E7	3	60.677	4.685	0.247
103	E7	4	60.936	4.656	0.247
103	E7	5	61.194	4.659	0.248
103	E7	6	61.453	4.621	0.253
103	E7	7	61.711	4.601	0.258
103	E7	8	61.970	4.556	0.262
103	E7	9	62.228	4.539	0.264
103	E7	10	62.487	4.497	0.262
103	E7	11	62.745	4.463	0.259
103	E7	12	63.004	4.456	0.256
103	E7	13	63.262	4.421	0.253
103	E7	14	63.521	4.394	0.252
103	E7	15	63.779	4.385	0.253
103	E7	16	64.038	4.335	0.254
103	E7	17	64.296	4.319	0.257
103	E7	18	64.555	4.292	0.260
103	E7	19	64.813	4.263	0.263
103	E7	20	65.072	4.233	0.266
103	E7	21	65.330	4.216	0.269
103	E7	22	65.589	4.178	0.271
103	E7	23	65.847	4.149	0.270
103	E7	24	66.106	4.119	0.268
103	E7	25	66.365	4.087	0.265
103	E7	26	66.623	4.056	0.262
103	E7	27	66.882	4.040	0.259
103	E7	28	67.140	4.013	0.258
103	E7	29	67.399	3.983	0.259
103	E7	30	67.657	3.958	0.261
103	E7	31	67.916	3.929	0.264
103	E7	32	68.174	3.902	0.266
103	E7	33	68.433	3.870	0.268
103	E7	34	68.691	3.845	0.269
103	E7	35	68.950	3.813	0.268
103	E7	36	69.208	3.782	0.267
103	E7	37	69.467	3.757	0.265
103	E7	38	69.725	3.736	0.263
103	E7	39	69.984	3.695	0.260
103	E7	40	70.242	3.678	0.258
103	E7	41	70.501	3.638	0.257
103	E7	42	70.759	3.618	0.257
103	E7	43	71.018	3.601	0.258
103	E7	44	71.276	3.569	0.260
103	E7	45	71.535	3.541	0.261
103	E7	46	71.793	3.508	0.260
103	E7	47	72.052	3.466	0.258
103	E7	48	72.310	3.455	0.256
103	E7	49	72.569	3.424	0.254
103	E7	50	72.827	3.405	0.252
103	E7	51	73.086	3.374	0.252
103	E7	52	73.344	3.353	0.253
103	E7	53	73.603	3.311	0.253
103	E7	54	73.861	3.299	0.253
103	E7	55	74.120	3.262	0.252
103	E7	56	74.378	3.233	0.252
103	E7	57	74.637	3.215	0.252
103	E7	58	74.895	3.193	0.253
103	E7	59	75.154	3.157	0.253
103	E7	60	75.412	3.136	0.253
103	E7	61	75.671	3.096	0.252
103	E7	62	75.929	3.074	0.249
103	E7	63	76.188	3.054	0.247
103	E7	64	76.447	3.027	0.244
103	E7	65	76.705	2.994	0.242
103	E7	66	76.964	2.974	0.240
103	E7	67	77.222	2.951	0.239
103	E7	68	77.481	2.921	0.238
103	E7	69	77.739	2.902	0.239
103	E7	70	77.998	2.869	0.239
103	E7	71	78.256	2.848	0.240
103	E7	72	78.515	2.823	0.242
103	E7	73	78.773	2.794	0.244
103	E7	74	79.032	2.773	0.247
103	E7	75	79.290	2.743	0.250
103	E7	76	79.549	2.722	0.254
103	E7	77	79.807	2.690	0.260
103	E7	78	80.066	2.655	0.270
103	E7	79	80.324	2.645	0.285
103	E7	80	80.583	2.607	0.308
103	E7	81	80.841	2.586	0.341
103	E7	82	81.100	2.554	0.382
103	E7	83	81.358	2.512	0.430
103	E7	84	81.617	2.474	0.480
103	E7	85	81.875	2.404	0.525
103	E7	86	82.134	2.344	0.559
103	E7	87	82.392	2.262	0.580
103	E7	88	82.651	2.167	0.587
103	E7	89	82.909	2.102	0.589
103	E7	90	83.168	2.054	0.597
103	E7	91	83.426	2.019	0.627
103	E7	92	83.685	1.972	0.693
103	E7	93	83.943	1.922	0.806
103	E7	94	84.202	1.858	0.968
103	E7	95	84.460	1.766	1.174
103	E7	96	84.719	1.654	1.404
103	E7	97	84.977	1.469	1.629
103	E7	98	85.236	1.253	1.810
103	E7	99	85.494	0.996	1.909
103	E7	100	85.753	0.663	1.897
103	E7	101	86.011	0.300	1.765
103	E7	102	86.270	0.060	1.529
103	E7	103	86.529	-0.021	1.230
103	E7	104	86.787	-0.037	0.915
103	E7	105	87.046	-0.039	0.629
103	E7	106	87.304	-0.041	0.398
103	E7	107	87.563	-0.041	0.232
103	E7	108	87.821	-0.041	0.125
103	E7	109	88.080	-0.043	0.063
103	E7	110	88.338	-0.042	0.030
103	E7	111	88.597	-0.043	0.014
103	E7	112	88.855	-0.044	0.007
103	E7	113	89.114	-0.044	0.004
103	E7	114	89.372	-0.044	0.003
103	E7	115	89.631	-0.045	0.003
103	E7	116	89.889	-0.044	0.002
103	E7	117	90.148	-0.045	0.002
103	E7	118	90.406	-0.045	0.002
103	E7	119	90.665	-0.045	0.002
103	E7	120	90.923	-0.045	0.002
103	E7	121	91.182	-0.045	0.002
103	E7	122	91.440	-0.045	0.002
103	E7	123	91.699	-0.046	0.002
103	E7	124	91.957	-0.046	0.002
103	E7	125	92.216	-0.046	0.002
103	E7	126	92.474	-0.046	0.002
103	E7	127	92.733	-0.047	0.002
103	E7	128	92.991	-0.046	0.001
103	E7	129	93.250	-0.047	0.001
103	E7	130	93.508	-0.047	0.001
103	E7	131	93.767	-0.047	0.001
103	E7	132	94.025	-0.047	0.001
103	E7	133	94.284	-0.047	0.001
103	E7	134	94.542	-0.047	0.001
103	E7	135	94.801	-0.048	0.001
104	E8	1	60.160	4.639	0.248
104	E8	2	60.419	4.593	0.246
104	E8	3	60.677	4.578	0.244
104	E8	4	60.936	4.554	0.243
104	E8	5	61.194	4.546	0.243
104	E8	6	61.453	4.504	0.244
104	E8	7	61.711	4.484	0.247
104	E8	8	61.970	4.469	0.250
104	E8	9	62.228	4.427	0.253
104	E8	10	62.487	4.397	0.254
104	E8	11	62.745	4.375	0.255
104	E8	12	63.004	4.356	0.255
104	E8	13	63.262	4.311	0.254
104	E8	14	63.521	4.304	0.254
104	E8	15	63.779	4.268	0.254
104	E8	16	64.038	4.244	0.255
104	E8	17	64.296	4.211	0.255
104	E8	18	64.555	4.185	0.256
104	E8	19	64.813	4.167	0.258
104	E8	20	65.072	4.140	0.259
104	E8	21	65.330	4.109	0.261
104	E8	22	65.589	4.074	0.262
104	E8	23	65.847	4.054	0.263
104	E8	24	66.106	4.027	0.263
104	E8	25	66.365	3.993	0.261
104	E8	26	66.623	3.974	0.259
104	E8	27	66.882	3.931	0.257
104	E8	28	67.140	3.911	0.256
104	E8	29	67.399	3.897	0.254
104	E8	30	67.657	3.860	0.254
104	E8	31	67.916	3.834	0.254
104	E8	32	68.174	3.808	0.254
104	E8	33	68.433	3.777	0.254
104	E8	34	68.691	3.758	0.254
104	E8	35	68.950	3.728	0.255
104	E8	36	69.208	3.702	0.255
104	E8	37	69.467	3.663	0.255
104	E8	38	69.725	3.651	0.256
104	E8	39	69.984	3.622	0.257
104	E8	40	70.242	3.603	0.258
104	E8	41	70.501	3.558	0.257
104	E8	42	70.759	3.529	0.255
104	E8	43	71.018	3.507	0.253
104	E8	44	71.276	3.489	0.250
104	E8	45	71.535	3.447	0.247
104	E8	46	71.793	3.433	0.246
104	E8	47	72.052	3.410	0.246
104	E8	48	72.310	3.377	0.247
104	E8	49	72.569	3.349	0.248
104	E8	50	72.827	3.331	0.248
104	E8	51	73.086	3.299	0.248
104	E8	52	73.344	3.273	0.246
104	E8	53	73.603	3.236	0.244
104	E8	54	73.861	3.224	0.243
104	E8	55	74.120	3.198	0.241
104	E8	56	74.378	3.170	0.240
104	E8	57	74.637	3.151	0.240
104	E8	58	74.895	3.111	0.240
104	E8	59	75.154	3.096	0.240
104	E8	60	75.412	3.070	0.241
104	E8	61	75.671	3.042	0.241
104	E8	62	75.929	3.019	0.241
104	E8	63	76.188	2.995	0.241
104	E8	64	76.447	2.963	0.240
104	E8	65	76.705	2.933	0.238
104	E8	66	76.964	2.911	0.238
104	E8	67	77.222	2.897	0.238
104	E8	68	77.481	2.874	0.239
104	E8	69	77.739	2.838	0.241
104	E8	70	77.998	2.815	0.242
104	E8	71	78.256	2.785	0.241
104	E8	72	78.515	2.755	0.240
104	E8	73	78.773	2.740	0.239
104	E8	74	79.032	2.711	0.238
104	E8	75	79.290	2.690	0.239
104	E8	76	79.549	2.658	0.242
104	E8	77	79.807	2.642	0.250
104	E8	78	80.066	2.615	0.263
104	E8	79	80.324	2.590	0.283
104	E8	80	80.583	2.562	0.310
104	E8	81	80.841	2.534	0.346
104	E8	82	81.100	2.491	0.389
104	E8	83	81.358	2.461	0.437
104	E8	84	81.617	2.417	0.487
104	E8	85	81.875	2.357	0.531
104	E8	86	82.134	2.286	0.565
104	E8	87	82.392	2.195	0.584
104	E8	88	82.651	2.110	0.591
104	E8	89	82.909	2.049	0.595
104	E8	90	83.168	2.005	0.607
104	E8	91	83.426	1.958	0.642
104	E8	92	83.685	1.920	0.715
104	E8	93	83.943	1.864	0.834
104	E8	94	84.202	1.792	1.001
104	E8	95	84.460	1.699	1.206
104	E8	96	84.719	1.576	1.430
104	E8	97	84.977	1.386	1.641
104	E8	98	85.236	1.166	1.801
104	E8	99	85.494	0.904	1.874
104	E8	100	85.753	0.567	1.835
104	E8	101	86.011	0.224	1.680
104	E8	102	86.270	0.030	1.432
104	E8	103	86.529	-0.028	1.133
104	E8	104	86.787	-0.038	0.828
104	E8	105	87.046	-0.041	0.558
104	E8	106	87.304	-0.042	0.347
104	E8	107	87.563	-0.042	0.198
104	E8	108	87.821	-0.042	0.105
104	E8	109	88.080	-0.042	0.051
104	E8	110	88.338	-0.042	0.024
104	E8	111	88.597	-0.043	0.011
104	E8	112	88.855	-0.043	0.006
104	E8	113	89.114	-0.044	0.004
104	E8	114	89.372	-0.044	0.003
104	E8	115	89.631	-0.044	0.002
104	E8	116	89.889	-0.044	0.002
104	E8	117	90.148	-0.044	0.002
104	E8	118	90.406	-0.045	0.001
104	E8	119	90.665	-0.044	0.001
104	E8	120	90.923	-0.045	0.001
104	E8	121	91.182	-0.044	0.001
104	E8	122	91.440	-0.044	0.002
104	E8	123	91.699	-0.045	0.002
104	E8	124	91.957	-0.046	0.002
104	E8	125	92.216	-0.045	0.002
104	E8	126	92.474	-0.046	0.002
104	E8	127	92.733	-0.046	0.002
104	E8	128	92.991	-0.046	0.002
104	E8	129	93.250	-0.047	0.001
104	E8	130	93.508	-0.046	0.001
104	E8	131	93.767	-0.047	0.001
104	E8	132	94.025	-0.046	0.001
104	E8	133	94.284	-0.047	0.000
104	E8	134	94.542	-0.046	0.000
104	E8	135	94.801	-0.047	0.000
105	E9	1	60.160	4.570	0.255
105	E9	2	60.419	4.543	0.253
105	E9	3	60.677	4.525	0.250
105	E9	4	60.936	4.513	0.248
105	E9	5	61.194	4.479	0.248
105	E9	6	61.453	4.474	0.249
105	E9	7	61.711	4.428	0.252
105	E9	8	61.970	4.406	0.255
105	E9	9	62.228	4.397	0.258
105	E9	10	62.487	4.354	0.261
105	E9	11	62.745	4.337	0.264
105	E9	12	63.004	4.312	0.266
105	E9	13	63.262	4.278	0.267
105	E9	14	63.521	4.244	0.268
105	E9	15	63.779	4.233	0.270
105	E9	16	64.038	4.210	0.272
105	E9	17	64.296	4.184	0.275
105	E9	18	64.555	4.141	0.278
105	E9	19	64.813	4.115	0.281
105	E9	20	65.072	4.098	0.283
105	E9	21	65.330	4.077	0.284
105	E9	22	65.589	4.027	0.285
105	E9	23	65.847	4.015	0.284
105	E9	24	66.106	3.973	0.284
105	E9	25	66.365	3.956	0.283
105	E9	26	66.623	3.931	0.283
105	E9	27	66.882	3.896	0.283
105	E9	28	67.140	3.868	0.283
105	E9	29	67.399	3.848	0.283
105	E9	30	67.657	3.808	0.283
105	E9	31	67.916	3.787	0.282
105	E9	32	68.174	3.757	0.282
105	E9	33	68.433	3.733	0.282
105	E9	34	68.691	3.708	0.282
105	E9	35	68.950	3.673	0.283
105	E9	36	69.208	3.649	0.284
105	E9	37	69.467	3.622	0.284
105	E9	38	69.725	3.595	0.283
105	E9	39	69.984	3.556	0.281
105	E9	40	70.242	3.530	0.278
105	E9	41	70.501	3.512	0.276
105	E9	42	70.759	3.480	0.276
105	E9	43	71.018	3.460	0.276
105	E9	44	71.276	3.426	0.276
105	E9	45	71.535	3.405	0.276
105	E9	46	71.793	3.373	0.275
105	E9	47	72.052	3.333	0.272
105	E9	48	72.310	3.307	0.269
105	E9	49	72.569	3.294	0.268
105	E9	50	72.827	3.277	0.267
105	E9	51	73.086	3.242	0.269
105	E9	52	73.344	3.214	0.270
105	E9	53	73.603	3.183	0.271
105	E9	54	73.861	3.154	0.270
105	E9	55	74.120	3.131	0.269
105	E9	56	74.378	3.100	0.268
105	E9	57	74.637	3.087	0.267
105	E9	58	74.895	3.053	0.267
105	E9	59	75.154	3.029	0.267
105	E9	60	75.412	2.993	0.268
105	E9	61	75.671	2.978	0.268
105	E9	62	75.929	2.945	0.267
105	E9	63	76.188	2.923	0.265
105	E9	64	76.447	2.891	0.263
105	E9	65	76.705	2.860	0.261
105	E9	66	76.964	2.844	0.259
105	E9	67	77.222	2.815	0.258
105	E9	68	77.481	2.803	0.258
105	E9	69	77.739	2.765	0.258
105	E9	70	77.998	2.736	0.257
105	E9	71	78.256	2.707	0.256
105	E9	72	78.515	2.695	0.255
105	E9	73	78.773	2.661	0.255
105	E9	74	79.032	2.642	0.257
105	E9	75	79.290	2.619	0.261
105	E9	76	79.549	2.595	0.267
105	E9	77	79.807	2.559	0.277
105	E9	78	80.066	2.543	0.291
105	E9	79	80.324	2.507	0.310
105	E9	80	80.583	2.483	0.337
105	E9	81	80.841	2.455	0.374
105	E9	82	81.100	2.422	0.421
105	E9	83	81.358	2.379	0.476
105	E9	84	81.617	2.344	0.535
105	E9	85	81.875	2.274	0.591
105	E9	86	82.134	2.214	0.638
105	E9	87	82.392	2.128	0.670
105	E9	88	82.651	2.033	0.685
105	E9	89	82.909	1.941	0.688
105	E9	90	83.168	1.883	0.691
105	E9	91	83.426	1.840	0.708
105	E9	92	83.685	1.799	0.756
105	E9	93	83.943	1.748	0.845
105	E9	94	84.202	1.675	0.981
105	E9	95	84.460	1.598	1.159
105	E9	96	84.719	1.470	1.363
105	E9	97	84.977	1.332	1.568
105	E9	98	85.236	1.150	1.739
105	E9	99	85.494	0.918	1.839
105	E9	100	85.753	0.637	1.838
105	E9	101	86.011	0.307	1.725
105	E9	102	86.270	0.068	1.511
105	E9	103	86.529	-0.021	1.230
105	E9	104	86.787	-0.041	0.927
105	E9	105	87.046	-0.044	0.645
105	E9	106	87.304	-0.044	0.414
105	E9	107	87.563	-0.045	0.244
105	E9	108	87.821	-0.046	0.133
105	E9	109	88.080	-0.046	0.067
105	E9	110	88.338	-0.046	0.032
105	E9	111	88.597	-0.046	0.015
105	E9	112	88.855	-0.046	0.007
105	E9	113	89.114	-0.046	0.004
105	E9	114	89.372	-0.047	0.003
105	E9	115	89.631	-0.048	0.002
105	E9	116	89.889	-0.047	0.002
105	E9	117	90.148	-0.047	0.002
105	E9	118	90.406	-0.047	0.001
105	E9	119	90.665	-0.048	0.001
105	E9	120	90.923	-0.048	0.001
105	E9	121	91.182	-0.048	0.001
105	E9	122	91.440	-0.048	0.001
105	E9	123	91.699	-0.048	0.001
105	E9	124	91.957	-0.048	0.001
105	E9	125	92.216	-0.049	0.001
105	E9	126	92.474	-0.048	0.001
105	E9	127	92.733	-0.047	0.001
105	E9	128	92.991	-0.049	0.001
105	E9	129	93.250	-0.049	0.001
105	E9	130	93.508	-0.049	0.001
105	E9	131	93.767	-0.049	0.001
105	E9	132	94.025	-0.049	0.001
105	E9	133	94.284	-0.049	0.001
105	E9	134	94.542	-0.049	0.001
105	E9	135	94.801	-0.050	0.001
106	E10	1	60.160	4.586	0.260
106	E10	2	60.419	4.580	0.257
106	E10	3	60.677	4.554	0.255
106	E10	4	60.936	4.534	0.254
106	E10	5	61.194	4.514	0.255
106	E10	6	61.453	4.490	0.259
106	E10	7	61.711	4.467	0.264
106	E10	8	61.970	4.431	0.269
106	E10	9	62.228	4.416	0.273
106	E10	10	62.487	4.370	0.276
106	E10	11	62.745	4.350	0.278
106	E10	12	63.004	4.322	0.278
106	E10	13	63.262	4.303	0.278
106	E10	14	63.521	4.269	0.277
106	E10	15	63.779	4.241	0.276
106	E10	16	64.038	4.210	0.275
106	E10	17	64.296	4.177	0.276
106	E10	18	64.555	4.171	0.278
106	E10	19	64.813	4.148	0.280
106	E10	20	65.072	4.103	0.283
106	E10	21	65.330	4.077	0.284
106	E10	22	65.589	4.041	0.284
106	E10	23	65.847	4.024	0.282
106	E10	24	66.106	3.983	0.279
106	E10	25	66.365	3.981	0.278
106	E10	26	66.623	3.929	0.277
106	E10	27	66.882	3.910	0.277
106	E10	28	67.140	3.890	0.277
106	E10	29	67.399	3.860	0.278
106	E10	30	67.657	3.832	0.279
106	E10	31	67.916	3.792	0.279
106	E10	32	68.174	3.774	0.279
106	E10	33	68.433	3.750	0.280
106	E10	34	68.691	3.723	0.280
106	E10	35	68.950	3.690	0.281
106	E10	36	69.208	3.668	0.280
106	E10	37	69.467	3.633	0.279
106	E10	38	69.725	3.598	0.277
106	E10	39	69.984	3.585	0.276
106	E10	40	70.242	3.553	0.274
106	E10	41	70.501	3.526	0.274
106	E10	42	70.759	3.503	0.275
106	E10	43	71.018	3.466	0.277
106	E10	44	71.276	3.453	0.278
106	E10	45	71.535	3.413	0.278
106	E10	46	71.793	3.390	0.277
106	E10	47	72.052	3.351	0.276
106	E10	48	72.310	3.329	0.273
106	E10	49	72.569	3.309	0.271
106	E10	50	72.827	3.280	0.269
106	E10	51	73.086	3.253	0.268
106	E10	52	73.344	3.227	0.268
106	E10	53	73.603	3.198	0.269
106	E10	54	73.861	3.176	0.269
106	E10	55	74.120	3.143	0.269
106	E10	56	74.378	3.119	0.270
106	E10	57	74.637	3.094	0.270
106	E10	58	74.895	3.068	0.270
106	E10	59	75.154	3.039	0.269
106	E10	60	75.412	3.005	0.268
106	E10	61	75.671	2.985	0.265
106	E10	62	75.929	2.961	0.263
106	E10	63	76.188	2.930	0.261
106	E10	64	76.447	2.906	0.259
106	E10	65	76.705	2.881	0.258
106	E10	66	76.964	2.856	0.259
106	E10	67	77.222	2.840	0.259
106	E10	68	77.481	2.800	0.260
106	E10	69	77.739	2.771	0.260
